"Group.1"	"Group.2"	"Group.3"	"Group.4"	"Species"	"spp"	"Wing.length.1"	"Wing.length.2"	"Country"	"Location"	"Altitude"	"hemisphere"	"Latitude"	"Latitude_cor"	"Longitude"	"Geological.age"	"Origin"	"Period"	"wl"	"dup"	"Lat1_cor"	"Lat_un"
"723"	"Chironomidae"	"Orthocladiinae"	""	"Corynoneura"	""	"Corynoneura prominens"	570	NA	"China, Jiangxi, Hunan"	""	"400-1200"	"N"	"28.2"	28.2	118.1	"rec"	"Corynoneura Winnertz from East Asia, with a systematic review of the genus (Diptera: Chironomidae: Orthocladiinae) Fu, Saether and Wang 2009"	"recent"	570	"Corynoneura prominens 570 NA"	28.2	28.2
"724"	"Chironomidae"	"Tanypodinae"	""	"Procladius"	""	"Procladius curtus"	1900	NA	"USA, FL"	""	""	"N"	"28.21"	28.21	-82.7263513	"rec"	"Roback, 1975."	"recent"	1900	"Procladius curtus 1900 NA"	28.21	28.21
"725"	"Chironomidae"	"Diamesinae"	""	"Boreoheptagyia"	""	"Boreoheptagyia nepalensis"	2490	NA	"Oriental, Himalaya"	""	"4175"	"N"	"28.22295771"	28.22295771	85.68544995	"rec"	"Zootaxa 1817: 1�"	"recent"	2490	"Boreoheptagyia nepalensis 2490 NA"	28.22295771	28.22295771
"726"	"Chironomidae"	"Chironominae"	"Chironomini"	"Cladopelma"	"boydi"	"Cladopelma boydi"	1550	1640	"USA"	"Brevard County"	"25"	"N"	"28.24"	28.24	-80.72	"rec"	"ZSM"	"recent"	1550	"Cladopelma boydi 1550 1640"	28.24	28.24
"728"	"Chironomidae"	"Orthocladiinae"	""	"Bryophaenocladius"	""	"Bryophaenocladius parictericus"	2220	NA	"China"	""	""	"N"	"28.42"	28.42	120.36	"rec"	"https://doi.org/10.3897/zookeys.208.3378"	"recent"	2220	"Bryophaenocladius parictericus 2220 NA"	28.42	28.42
"729"	"Chironomidae"	"Diamesinae"	""	"Boreoheptagyia"	""	"Boreoheptagyia tibetica"	2165	NA	"Palaearctic"	""	"1700"	"N"	"28.50015116"	28.50015116	97.01687758	"rec"	"Zootaxa 1817: 1�"	"recent"	2165	"Boreoheptagyia tibetica 2165 NA"	28.50015116	28.50015116
"730"	"Chironomidae"	"Chironominae"	"Chironomini"	"Parachironomus"	"chaetoalus"	"Parachironomus chaetoalus"	1801	NA	"USA"	"Orlando (FL)"	"31"	"N"	"28.54"	28.54	-81.37	"rec"	"ZSM"	"recent"	1801	"Parachironomus chaetoalus 1801 NA"	28.54	28.54
"731"	"Chironomidae"	"Chironominae"	""	"Parachironomus"	"chaetoala"	"Parachironomus chaetoala"	1773.3	NA	"USA"	"Orlando"	"31"	"N"	"28.54"	28.54	-81.3639626	"rec"	"ZSM"	"recent"	1773.3	"Parachironomus chaetoala 1773.3 NA"	28.54	28.54
"732"	"Chironomidae"	"Diamesinae"	""	"Boreoheptagyia"	""	"Boreoheptagyia rotunda"	2485	NA	"Oriental, Himalaya"	""	">1000"	"N"	"28.58254837"	28.58254837	84.68316257	"rec"	"Zootaxa 1817: 1�"	"recent"	2485	"Boreoheptagyia rotunda 2485 NA"	28.58254837	28.58254837
"734"	"Chironomidae"	"Chironominae"	"Chironomini"	"Stictochironomus"	"multianolatus"	"Stictochironomus multianolatus"	2445	2419	"Algeria"	"Algier"	"500"	"N"	"28.61"	28.61	-2.59	"rec"	"ZSM"	"recent"	2445	"Stictochironomus multianolatus 2445 2419"	28.61	28.61
"735"	""	""	""	"Stictochironomus"	"Stictochironomus multianolatus"	"Stictochironomus multianolatus ()"	2445	2419	"Algeria"	""	"500"	"N"	"28.618"	28.618	1.320704137	"rec"	"ZSM"	"recent"	2445	"Stictochironomus multianolatus () 2445 2419"	28.618	28.618
"736"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Limnophyes"	""	"Limnophyes palmensis"	1450	NA	"Canary Islands, La Palma, Teneriffa"	""	""	"N"	"28.7002746"	28.7002746	-17.85703852	"rec"	"The Canary Islands Chironomidae described by T. Becker and by Santos Abreu (Diptera, Chironomidae)  Cranston and Armitage, 1988"	"recent"	1450	"Limnophyes palmensis 1450 NA"	28.7002746	28.7002746
"737"	"Chironomidae"	"Orthocladiinae"	""	"Bryophaenocladius"	""	"Bryophaenocladius filipes"	1800	NA	"Canary Islands, La Palma"	""	""	"N"	"28.7002746"	28.7002746	-17.85703852	"rec"	"The Canary Islands Chironomidae described by T. Becker and by Santos Abreu (Diptera, Chironomidae)  Cranston and Armitage, 1988"	"recent"	1800	"Bryophaenocladius filipes 1800 NA"	28.7002746	28.7002746
"738"	"Chironomidae"	"Chironominae"	"Chironomini"	"Dicrotendipes"	""	"Dicrotendipes lobus"	1660	NA	"USA, FL"	""	""	"N"	"28.82"	28.82	-82.6639553	"rec"	"Epler, 1987."	"recent"	1660	"Dicrotendipes lobus 1660 NA"	28.82	28.82
"740"	"Chironomidae"	"Chironominae"	"Chironomini"	"Dicrotendipes"	"peringueyanus"	"Dicrotendipes peringueyanus"	1900	1990	"Algeria"	"Oasis Oued-Melia"	"483"	"N"	"28.92"	28.92	3.03	"rec"	"ZSM"	"recent"	1900	"Dicrotendipes peringueyanus 1900 1990"	28.92	28.92
"741"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Rheocricotopus"	""	"Rheocricotopus (Psilocricotopus) rotundus sp. n."	1030	NA	"China"	""	""	"N"	"28.98"	28.98	120.52	"rec"	"https://doi.org/10.3897/zookeys.388.6317"	"recent"	1030	"Rheocricotopus (Psilocricotopus) rotundus sp. n. 1030 NA"	28.98	28.98
"742"	"Chironomidae"	"Tanypodinae"	"Pseudochironomini"	"Manoa"	"xianjuensis"	"Manoa xianjuensis"	1373	NA	"China"	"Zhejiang"	"329"	"N"	"29"	29	119.99	"rec"	"ZSM"	"recent"	1373	"Manoa xianjuensis 1373 NA"	29	29
"743"	"Chironomidae"	"Chironominae"	"Pseudochironomini"	"Manoa"	"xianjuensis"	"Manoa xianjuensis"	1401	NA	"China"	"Zhejiang"	"329"	"N"	"29"	29	119.99	"rec"	"ZSM"	"recent"	1401	"Manoa xianjuensis 1401 NA"	29	29
"744"	"Chironomidae"	"Chironominae"	"Pseudochironomini"	"Manoa"	"xianjuensis"	"Manoa xianjuensis"	1471	NA	"China"	"Zhejiang"	"329"	"N"	"29"	29	119.99	"rec"	"ZSM"	"recent"	1471	"Manoa xianjuensis 1471 NA"	29	29
"745"	"Chironomidae"	"Chironominae"	"Pseudochironomini"	"Manoa"	"xianjuensis"	"Manoa xianjuensis"	1482	NA	"China"	"Zhejiang"	"329"	"N"	"29"	29	119.99	"rec"	"ZSM"	"recent"	1482	"Manoa xianjuensis 1482 NA"	29	29
"746"	"Chironomidae"	"Chironominae"	""	"Polypedilum"	""	"Polypedilum (Uresipedilum) minimum"	890	NA	"China"	""	""	"N"	"29"	29	120.5	"rec"	"https://doi.org/10.3897/zookeys.320.5147"	"recent"	890	"Polypedilum (Uresipedilum) minimum 890 NA"	29	29
"747"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Tanytarsus"	""	"Tanytarsus neoflavellus"	2050	NA	"CAN, USA"	""	""	"N"	"29.03756949"	29.03756949	-82.72624651	"rec"	"Ekrem, Sublette and Sublette, 2010"	"recent"	2050	"Tanytarsus neoflavellus 2050 NA"	29.03756949	29.03756949
"748"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Tanytarsus"	""	"Tanytarsus becki"	1400	NA	"USA"	""	""	"N"	"29.1"	29.1	-81.2418433	"rec"	"Ekrem, Sublette and Sublette, 2003"	"recent"	1400	"Tanytarsus becki 1400 NA"	29.1	29.1
"749"	"Chironomidae"	"Orthocladiinae"	""	"Corynoneura"	""	"Corynoneura latusatra"	510	NA	"China, Guizhou"	""	"1300-1900"	"N"	"29.11"	29.11	107.22	"rec"	"Corynoneura Winnertz from East Asia, with a systematic review of the genus (Diptera: Chironomidae: Orthocladiinae) Fu, Saether and Wang 2009"	"recent"	510	"Corynoneura latusatra 510 NA"	29.11	29.11
"750"	"Chironomidae"	"Chironominae"	"Chironomini"	"Microtendipes"	""	"Microtendipes zhejiangensis"	3430	NA	"China"	""	""	"N"	"29.14"	29.14	118.07	"rec"	"https://doi.org/10.3897/zookeys.212.3329"	"recent"	3430	"Microtendipes zhejiangensis 3430 NA"	29.14	29.14
"751"	"Chironomidae"	"Orthocladiinae"	""	"Bryophaenocladius"	""	"Bryophaenocladius mucronatus"	1550	NA	"China"	""	""	"N"	"29.14"	29.14	119.06	"rec"	"https://doi.org/10.3897/zookeys.208.3378"	"recent"	1550	"Bryophaenocladius mucronatus 1550 NA"	29.14	29.14
"752"	"Chironomidae"	"Orthocladiinae"	""	"Corynoneura"	""	"Corynoneura yoshimurai"	620	NA	"Japan, Sichuan, Tibet"	""	"1500-3077"	"N"	"29.18"	29.18	103.17	"rec"	"Corynoneura Winnertz from East Asia, with a systematic review of the genus (Diptera: Chironomidae: Orthocladiinae) Fu, Saether and Wang 2009"	"recent"	620	"Corynoneura yoshimurai 620 NA"	29.18	29.18
"753"	"Chironomidae"	"Orthocladiinae"	""	"Corynoneura"	""	"Corynoneura medicina"	870	NA	"China, Sichuan"	""	"1500"	"N"	"29.21"	29.21	103.17	"rec"	"Corynoneura Winnertz from East Asia, with a systematic review of the genus (Diptera: Chironomidae: Orthocladiinae) Fu, Saether and Wang 2009"	"recent"	870	"Corynoneura medicina 870 NA"	29.21	29.21
"754"	"Chironomidae"	"Chironominae"	"Chironomini"	"Xestochironomus"	"subletti"	"Xestochironomus subletti"	803	858	"USA"	"Fort Clark Spring (Texas)"	"336"	"N"	"29.29"	29.29	-100.42	"rec"	"ZSM"	"recent"	803	"Xestochironomus subletti 803 858"	29.29	29.29
"755"	"Chironomidae"	"Chironominae"	"Chironomini"	"Xestochironomus"	"subletti"	"Xestochironomus subletti"	881	881	"USA"	"Fort Clark Spring (Texas)"	"336"	"N"	"29.29"	29.29	-100.42	"rec"	"ZSM"	"recent"	881	"Xestochironomus subletti 881 881"	29.29	29.29
"756"	"Chironomidae"	"Chironominae"	"Chironomini"	"Stenochironomus"	"maculatus"	"Stenochironomus maculatus"	2495	2560	"USA"	"Fort Clark Spring (Texas)"	"336"	"N"	"29.29"	29.29	-100.42	"rec"	"ZSM"	"recent"	2495	"Stenochironomus maculatus 2495 2560"	29.29	29.29
"757"	""	""	""	"Xestochironomus"	"Xestochironomus subletti"	"Xestochironomus subletti(Borkent, 1984)"	803	858	"Texas, U.S.A"	"Las Moras Creek, Fort Clark Spring"	"336"	"N"	"29.299"	29.299	-100.6512143	"rec"	"ZSM"	"recent"	803	"Xestochironomus subletti(Borkent, 1984) 803 858"	29.299	29.299
"758"	""	""	""	"Xestochironomus"	"Xestochironomus subletti"	"Xestochironomus subletti(Borkent, 1984)"	881	881	"Texas, U.S.A"	"Las Moras Creek, Fort Clark Spring"	"336"	"N"	"29.299"	29.299	-100.6512143	"rec"	"ZSM"	"recent"	881	"Xestochironomus subletti(Borkent, 1984) 881 881"	29.299	29.299
"759"	""	""	""	"Stenochironomus"	"Stenochironomus maculatus"	"Stenochironomus maculatus(Borkent, 1984)"	2495	2560	"Texas, U.S.A"	"Las Moras Creek, Fort Clark Spring"	"336"	"N"	"29.299"	29.299	-100.6512143	"rec"	"ZSM"	"recent"	2495	"Stenochironomus maculatus(Borkent, 1984) 2495 2560"	29.299	29.299
"760"	"Chironomidae"	"Orthocladiinae"	""	"Bryophaenocladius"	""	"Bryophaenocladius mucronatus"	1545	NA	"China, Fujian, Sichuan, Zhejiang"	""	""	"N"	"29.32"	29.32	118.06	"rec"	"Two new species of Bryophaenocladius Thienemann 1934 (Diptera: Chironomidae) from China Lin and Wang, 2012"	"recent"	1545	"Bryophaenocladius mucronatus 1545 NA"	29.32	29.32
"761"	"Chironomidae"	"Chironominae"	"Chironomini"	"Stenochironomus"	""	"Stenochironomus (Stenochironomus)  annettae"	2410	NA	"Western_nearctic"	""	""	"N"	"29.37"	29.37	-100.8920893	"rec"	"Borkent, 1988"	"recent"	2410	"Stenochironomus (Stenochironomus)  annettae 2410 NA"	29.37	29.37
"762"	"Chironomidae"	"Chironominae"	"Chironomini"	"Stenochironomus"	"annettae"	"Stenochironomus annettae"	2091	2059	"USA"	"San Felipe Spring (Texas)"	"294"	"N"	"29.37"	29.37	-100.88	"rec"	"ZSM"	"recent"	2091	"Stenochironomus annettae 2091 2059"	29.37	29.37
"763"	""	""	""	"Stenochironomus"	"Stenochironomus annettae"	"Stenochironomus annettae (Borkent, 1984)"	2091	2059	"Texas, U.S.A"	"San Felipe Spring, Del Rio"	"294"	"N"	"29.374"	29.374	-100.8816837	"rec"	"ZSM"	"recent"	2091	"Stenochironomus annettae (Borkent, 1984) 2091 2059"	29.374	29.374
"764"	"Chironomidae"	"Tanypodinae"	"Pentaneurini"	"Conchapelopia"	"fasciata"	"Conchapelopia fasciata"	1850	1850	"USA"	"Flagler County"	"0"	"N"	"29.47"	29.47	-81.29	"rec"	"ZSM"	"recent"	1850	"Conchapelopia fasciata 1850 1850"	29.47	29.47
"765"	"Chironomidae"	"Tanypodinae"	"Pentaneurini"	"Conchapelopia"	"triannulata"	"Conchapelopia triannulata"	2430	2560	" Iran"	"Kuh-e-Hazaran"	"2650"	"N"	"29.51"	29.51	57.26754674	"rec"	"ZSM"	"recent"	2430	"Conchapelopia triannulata 2430 2560"	29.51	29.51
"767"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Tanytarsus"	""	"Tanytarsus pathudsoni"	1580	NA	"USA"	""	""	"N"	"29.57"	29.57	-101.1019005	"rec"	"Ekrem, Sublette and Sublette, 2004"	"recent"	1580	"Tanytarsus pathudsoni 1580 NA"	29.57	29.57
"769"	"Chironomidae"	"Orthocladiinae"	""	"Thienemanniella"	""	"Thienemanniella sichuana"	1010	NA	"China, Sichuan"	""	"3700-3750"	"N"	"29.61"	29.61	100.06	"rec"	"Thienemanniella Kieffer from East Asia, with a systematic review of the genus (Diptera: Chironomidae: Orthocladiinae) Fu, Saether and Wang, 2010"	"recent"	1010	"Thienemanniella sichuana 1010 NA"	29.61	29.61
"770"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Tanytarsus"	"triffidus"	"Tanytarsus triffidus"	1427	NA	"Saudi Arabia"	"Al Jawf"	"45"	"N"	"29.80224211"	29.80224211	39.88172118	"rec"	"ZSM"	"recent"	1427	"Tanytarsus triffidus 1427 NA"	29.80224211	29.80224211
"771"	"Chironomidae"	"Chironominae"	"Chironomini"	"Chironomus"	"seychelleanus"	"Chironomus seychelleanus"	2740	2780	" Saudi Arabia"	"Al Jawf"	"610"	"N"	"29.80224211"	29.80224211	39.88172118	"rec"	"ZSM"	"recent"	2740	"Chironomus seychelleanus 2740 2780"	29.80224211	29.80224211
"773"	"Chironomidae"	"Tanypodinae"	""	"Apsectrotanypus"	""	"Apsectrotanypus johnsoni"	3600	NA	"USA,CAn"	""	""	"N"	"29.96"	29.96	-95.76048466	"rec"	"Roback, 1975"	"recent"	3600	"Apsectrotanypus johnsoni 3600 NA"	29.96	29.96
"774"	"Chironomidae"	"Tanypodinae"	""	"Parmerina"	""	"Parmerina anomala"	1550	NA	"USA, FL"	""	""	"N"	"29.98"	29.98	-81.81262717	"rec"	""	""	1550	"Parmerina anomala 1550 NA"	29.98	29.98
"775"	"Chironomidae"	"Orthocladiinae"	""	"Orthocladius"	""	"Orthocladius nitidoscutellatus"	2925	NA	"China, Sichuan"	""	""	"N"	"30.01879824"	30.01879824	100.2501873	"rec"	"A review of the subgenera Euorthocladius and Orthocladius s. str. from China (Diptera: Chironomidae)"	"recent"	2925	"Orthocladius nitidoscutellatus 2925 NA"	30.01879824	30.01879824
"776"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Stempellinella"	""	"Stempellinella brevilamellae"	1240	NA	"China"	""	""	"N"	"30.02"	30.02	101	"rec"	"Ekrem, Sublette and Sublette, 2028"	"recent"	1240	"Stempellinella brevilamellae 1240 NA"	30.02	30.02
"777"	"Chironomidae"	"Chironominae"	"Chironomini"	"Nilothauma"	""	"Nilothauma aristatum"	1750	NA	"China"	""	""	"N"	"30.04"	30.04	118.09	"rec"	"https://doi.org/10.3897/zookeys.574.6130"	"recent"	1750	"Nilothauma aristatum 1750 NA"	30.04	30.04
"778"	"Chironomidae"	"Orthocladiinae"	""	"Corynoneura"	""	"Corynoneura confidens"	700	NA	"China, Sichuan"	""	"2560"	"N"	"30.05"	30.05	101.58	"rec"	"Corynoneura Winnertz from East Asia, with a systematic review of the genus (Diptera: Chironomidae: Orthocladiinae) Fu, Saether and Wang 2009"	"recent"	700	"Corynoneura confidens 700 NA"	30.05	30.05
"779"	"Chironomidae"	"Orthocladiinae"	""	"Orthocladius"	""	"Orthocladius angustus"	2000	NA	"China, Sichuan"	""	""	"N"	"30.05316178"	30.05316178	101.9589696	"rec"	"A review of the subgenera Euorthocladius and Orthocladius s. str. from China (Diptera: Chironomidae)"	"recent"	2000	"Orthocladius angustus 2000 NA"	30.05316178	30.05316178
"780"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Paraphaenocladius"	"exagitans"	"Paraphaenocladius exagitans"	1239	NA	"USA"	"Orange County (TX)"	"2"	"N"	"30.12"	30.12	-93.9	"rec"	"ZSM"	"recent"	1239	"Paraphaenocladius exagitans 1239 NA"	30.12	30.12
"781"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Paraphaenocladius"	"exagitans"	"Paraphaenocladius exagitans"	1327	NA	"USA"	"Orange County (TX)"	"2"	"N"	"30.12"	30.12	-93.9	"rec"	"ZSM"	"recent"	1327	"Paraphaenocladius exagitans 1327 NA"	30.12	30.12
"782"	"Chironomidae"	"Chironominae"	"Chironomini"	"Dicrotendipes"	"incurvus"	"Dicrotendipes incurvus"	1710	1780	" USA"	"Wakulla County"	"7"	"N"	"30.15"	30.15	-84.35	"rec"	"ZSM"	"recent"	1710	"Dicrotendipes incurvus 1710 1780"	30.15	30.15
"783"	""	""	""	"Stictochironomus"	"Stictochironomus multianolatus"	"Stictochironomus multianolatus ()"	2246	2239	"Morocco"	"Nhomid-Dratal"	"1151"	"N"	"30.16"	30.16	-8.006767655	"rec"	"ZSM"	"recent"	2246	"Stictochironomus multianolatus () 2246 2239"	30.16	30.16
"784"	"Chironomidae"	"Chironominae"	"Chironomini"	"Stictochironomus"	"multianolatus"	"Stictochironomus multianolatus"	2246	2239	"Morocco"	"Nhomid-Dratal"	"1151"	"N"	"30.16"	30.16	-7.28	"rec"	"ZSM"	"recent"	2246	"Stictochironomus multianolatus 2246 2239"	30.16	30.16
"785"	"Chironomidae"	"Orthocladiinae"	""	"Corynoneura"	""	"Corynoneura ferelobatus"	760	NA	"China"	""	"1100-5369"	"N"	"30.18"	30.18	101	"rec"	"Corynoneura Winnertz from East Asia, with a systematic review of the genus (Diptera: Chironomidae: Orthocladiinae) Fu, Saether and Wang 2009"	"recent"	760	"Corynoneura ferelobatus 760 NA"	30.18	30.18
"786"	"Chironomidae"	"Orthocladiinae"	""	"Corynoneura"	""	"Corynoneura floridaensis"	620	NA	"USA, FL, OH"	""	""	"N"	"30.25441683"	30.25441683	-82.95359697	"rec"	"Corynoneura Winnertz and Thienemanniella Kieffer from the Nearctic Region (Diptera: Chironomidae: Orthocladiinae) Fu and Saether, 2012"	"recent"	620	"Corynoneura floridaensis 620 NA"	30.25441683	30.25441683
"787"	"Chironomidae"	"Chironominae"	"Chironomini"	"Dicrotendipes"	"modestus"	"Dicrotendipes modestus"	2130	2180	"USA"	"Jefferson County"	"10"	"N"	"30.27"	30.27	-94.17	"rec"	"ZSM"	"recent"	2130	"Dicrotendipes modestus 2130 2180"	30.27	30.27
"788"	"Chironomidae"	"Tanypodinae"	"Tanypodini"	"Tanypus"	""	"Tanypus stellatus"	2250	NA	"USA"	""	""	"N"	"30.288196"	30.288196	-85.62705711	"rec"	"Roback, 1975"	"recent"	2250	"Tanypus stellatus 2250 NA"	30.288196	30.288196
"789"	"Chironomidae"	"Tanypodinae"	"Tanypodini"	"Tanypus"	""	"Tanypus clavatus"	2000	NA	"Eastern USA"	""	""	"N"	"30.4"	30.4	-88.19185273	"rec"	"Roback, 1975"	"recent"	2000	"Tanypus clavatus 2000 NA"	30.4	30.4
"790"	"Chironomidae"	"Tanypodinae"	"Coelotanypodinid"	"Coelotanypus"	""	"Coelotanypus scapularis"	2000	NA	"USA ,LA"	""	""	"N"	"30.47"	30.47	-95.07836834	"rec"	"Roback, 1975"	"recent"	2000	"Coelotanypus scapularis 2000 NA"	30.47	30.47
"791"	"Chironomidae"	"Diamesinae"	""	"Boreoheptagyia"	""	"Boreoheptagyia alulasetosa"	1755	NA	"Oriental"	""	""	"N"	"30.47143927"	30.47143927	102.9883161	"rec"	"Zootaxa 1817: 1�"	"recent"	1755	"Boreoheptagyia alulasetosa 1755 NA"	30.47143927	30.47143927
"792"	"Chironomidae"	"Diamesinae"	""	"Boreoheptagyia"	""	"Boreoheptagyia ambigua"	1640	NA	"Oriental"	""	""	"N"	"30.47143927"	30.47143927	102.9883161	"rec"	"Zootaxa 1817: 1�"	"recent"	1640	"Boreoheptagyia ambigua 1640 NA"	30.47143927	30.47143927
"793"	"Chironomidae"	"Tanypodinae"	""	"Larsia"	""	"Larsia berneri"	1300	NA	"USA; FL"	""	""	"N"	"30.48"	30.48	-84.28590048	"rec"	"Roback, 1975."	""	1300	"Larsia berneri 1300 NA"	30.48	30.48
"794"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Heterotrissocladius"	""	"Heterotrissocladius_flectus"	1590	NA	"Oriental"	""	""	"N"	"30.49246832"	30.49246832	119.6146651	"rec"	"Kong and Wang, 2011"	"recent"	1590	"Heterotrissocladius_flectus 1590 NA"	30.49246832	30.49246832
"795"	"Chironomidae"	"Orthocladiinae"	""	"Orthocladius"	""	"Orthocladius manitobensis"	2025	NA	"China, Zhejiang"	""	""	"N"	"30.4929607"	30.4929607	119.6149368	"rec"	"A review of the subgenera Euorthocladius and Orthocladius s. str. from China (Diptera: Chironomidae)"	"recent"	2025	"Orthocladius manitobensis 2025 NA"	30.4929607	30.4929607
"796"	"Chironomidae"	"Diamesinae"	""	"Boreoheptagyia"	""	"Boreoheptagyia xinglongiensis"	1840	NA	"Palaearctic"	""	""	"N"	"30.55"	30.55	102.6555281	"rec"	"Zootaxa 1817: 1�"	"recent"	1840	"Boreoheptagyia xinglongiensis 1840 NA"	30.55	30.55
"797"	"Chironomidae"	"Tanypodinae"	""	"Guttipelopia"	""	"Gutipeloppia currani"	1600	NA	"USA; FL"	""	""	"N"	"30.56084755"	30.56084755	-83.9822363	"rec"	"Roback, 1975."	""	1600	"Gutipeloppia currani 1600 NA"	30.56084755	30.56084755
"799"	"Chironomidae"	"Chironominae"	""	"Polypedilum"	""	"Polypedilum aegyptium"	1240	NA	"Egypt. Nigeria. Saudi Arabia. Sudan."	""	""	"N"	"30.58"	30.58	32.27119321	"rec"	"Vardal,1997"	"recent"	1240	"Polypedilum aegyptium 1240 NA"	30.58	30.58
"800"	"Chironomidae"	"Tanypodinae"	"Coelotanypodinid"	"Clinotanypus"	""	"Clinotanypus claripennis"	3250	NA	"Afrotropics, Holarctic"	""	""	"N"	"30.59755661"	30.59755661	32.26647516	"rec"	"Freeman, 1955."	"recent"	3250	"Clinotanypus claripennis 3250 NA"	30.59755661	30.59755661
"801"	"Chironomidae"	"Chironominae"	""	"Polypedilum"	""	"Polypedilum griseoguttatum"	1640	NA	"Egypt. Gabon. DRC. Sudan"	""	""	"N"	"30.66"	30.66	32.40113432	"rec"	"Vardal,1997"	"recent"	1640	"Polypedilum griseoguttatum 1640 NA"	30.66	30.66
"802"	"Chironomidae"	"Chironominae"	"Chironomini"	"Dicrotendipes"	"incurvus"	"Dicrotendipes incurvus"	2100	2180	"USA"	"Santa Rosa County"	"40"	"N"	"30.69"	30.69	-87	"rec"	"ZSM"	"recent"	2100	"Dicrotendipes incurvus 2100 2180"	30.69	30.69
"803"	"Chironomidae"	"Chironominae"	"Chironomini"	"Dicrotendipes"	""	"Dicrotendipes thanatogratus"	1750	NA	"USA, FL"	""	""	"N"	"30.74"	30.74	-86.64674616	"rec"	"Epler, 1987."	"recent"	1750	"Dicrotendipes thanatogratus 1750 NA"	30.74	30.74
"804"	"Chironomidae"	"Chironominae"	""	"Polypedilum"	""	"Polypedilum malickianum"	1300	NA	"Arabian Peninsula, Northern Africa, Southeastern Europe"	""	"50-300"	"N"	"30.75"	30.75	38.14236098	"rec"	"New Species of Chironomidae (Diptera: Chironomidae) from Saudi Arabia and the adjacent Middle East  Cranston, 1989"	"recent"	1300	"Polypedilum malickianum 1300 NA"	30.75	30.75
"805"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Micropsectra"	"atrofasciata"	"Micropsectra atrofasciata"	2660	2840	" Morocco"	"Tizi n'Test"	"1233"	"N"	"30.86"	30.86	-8.45	"rec"	"ZSM"	"recent"	2660	"Micropsectra atrofasciata 2660 2840"	30.86	30.86
"806"	"Chironomidae"	"Chironominae"	"Chironomini"	"Microtendipes"	"confinis"	"Microtendipes confinis"	2999	NA	"Morocco"	"Ouarzazate"	"1124"	"N"	"30.92"	30.92	-6.91	"rec"	"ZSM"	"recent"	2999	"Microtendipes confinis 2999 NA"	30.92	30.92
"807"	"Chironomidae"	"Chironominae"	"Chironomini"	"Microtendipes"	"confinis"	"Microtendipes confinis"	3006	NA	"Morocco"	"Ouarzazate"	"1124"	"N"	"30.92"	30.92	-6.91	"rec"	"ZSM"	"recent"	3006	"Microtendipes confinis 3006 NA"	30.92	30.92
"808"	"Chironomidae"	"Tanypodinae"	"Pentaneurini"	"Ablabesmyia"	"longistyla"	"Ablabesmyia longistyla"	2160	2350	" Israel"	"Aulla-Reserve"	"449"	"N"	"30.93"	30.93	34.74	"rec"	"ZSM"	"recent"	2160	"Ablabesmyia longistyla 2160 2350"	30.93	30.93
"809"	"Chironomidae"	"Chironominae"	""	"Paracladopelma"	"galaptera"	"Paracladopelma galaptera"	2676.9	NA	"Marokko"	"Ouzazate"	"1119"	"N"	"30.96"	30.96	-6.930183947	"rec"	"ZSM"	"recent"	2676.9	"Paracladopelma galaptera 2676.9 NA"	30.96	30.96
"810"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Cladotanytarsus"	"ecristatus"	"Cladotanytarsus ecristatus"	1830	1980	" Morocco"	"Ijjoukak"	"1170"	"N"	"31"	31	-8.01	"rec"	"ZSM"	"recent"	1830	"Cladotanytarsus ecristatus 1830 1980"	31	31
"812"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Micropsectra"	"pallidula"	"Micropsectra pallidula"	2790	2960	" Morocco"	"Ijjoukak"	"1170"	"N"	"31"	31	-5.66	"rec"	"ZSM"	"recent"	2790	"Micropsectra pallidula 2790 2960"	31	31
"813"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Micropsectra"	"pallidula"	"Micropsectra pallidula"	2910	3100	" Morocco"	"Ijjoukak"	"1170"	"N"	"31"	31	-5.66	"rec"	"ZSM"	"recent"	2910	"Micropsectra pallidula 2910 3100"	31	31
"814"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Micropsectra"	"lacustris"	"Micropsectra lacustris"	1990	2110	" China"	"Songjiang"	"4"	"N"	"31.02"	31.02	121.22	"rec"	"ZSM"	"recent"	1990	"Micropsectra lacustris 1990 2110"	31.02	31.02
"815"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Micropsectra"	"lacustris"	"Micropsectra lacustris"	2060	2120	" China"	"Songjiang"	"4"	"N"	"31.02"	31.02	121.22	"rec"	"ZSM"	"recent"	2060	"Micropsectra lacustris 2060 2120"	31.02	31.02
