"Group.1"	"Group.2"	"Group.3"	"Group.4"	"Species"	"spp"	"Wing.length.1"	"Wing.length.2"	"Country"	"Location"	"Altitude"	"hemisphere"	"Latitude"	"Latitude_cor"	"Longitude"	"Geological.age"	"Origin"	"Period"	"wl"	"dup"	"Lat1_cor"	"Lat_un"
"3779"	"Chironomidae"	"Tanypodinae"	""	"Procladius"	""	"Procladius paragretis"	3100	NA	"GREN"	""	""	"N"	"67.21701808"	67.21701808	-50.93564207	"rec"	"Roback, 1975."	"recent"	3100	"Procladius paragretis 3100 NA"	67.21701808	67.21701808
"3780"	"Chironomidae"	"Orthocladiinae"	""	"Cricotopus"	""	"Cricotopus suspiciosus"	2800	NA	""	""	""	"N"	"67.21792796"	67.21792796	27.53575055	"rec"	"Hirvenoja, 1973."	"recent"	2800	"Cricotopus suspiciosus 2800 NA"	67.21792796	67.21792796
"3781"	"Chironomidae"	"Orthocladiinae"	""	"Cricotopus"	""	"Cricotopus annulator"	2000	NA	""	""	""	"N"	"67.23"	67.23	26.58918723	"rec"	"Hirvenoja, 1973."	"recent"	2000	"Cricotopus annulator 2000 NA"	67.23	67.23
"3782"	"Chironomidae"	"Orthocladiinae"	""	"Cricotopus"	""	"Cricotopus albiforceps"	1900	NA	""	""	""	"N"	"67.23"	67.23	27.53794723	"rec"	"Hirvenoja, 1973."	"recent"	1900	"Cricotopus albiforceps 1900 NA"	67.23	67.23
"3783"	"Chironomidae"	"Orthocladiinae"	""	"Zalutschia"	""	"Zalutschia tatrica"	2020	NA	"EU"	""	""	"N"	"67.23435173"	67.23435173	20.38848504	"rec"	"Saether, 1976"	"recent"	2020	"Zalutschia tatrica 2020 NA"	67.23435173	67.23435173
"3784"	"Chironomidae"	"Orthocladiinae"	""	"Cricotopus"	""	"Cricotopus tristis"	2100	NA	""	""	""	"N"	"67.41612998"	67.41612998	26.58880098	"rec"	"Hirvenoja, 1973."	"recent"	2100	"Cricotopus tristis 2100 NA"	67.41612998	67.41612998
"3785"	"Chironomidae"	"Orthocladiinae"	""	"Cricotopus"	""	"Cricotopus tibialis"	2300	NA	"Finnish Lappland"	""	""	"N"	"67.42"	67.42	26.55930892	"rec"	"Hirvenoja, 1973. Table 34."	"recent"	2300	"Cricotopus tibialis 2300 NA"	67.42	67.42
"3786"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Tanytarsus"	"lapponicus"	"Tanytarsus lapponicus"	2244	2255.4	"Canada"	"Trout Lake"	"433"	"N"	"67.49"	67.49	-138.43	"rec"	"ZSM"	"recent"	2244	"Tanytarsus lapponicus 2244 2255.4"	67.49	67.49
"3787"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Hydrosmittia"	"oxoniana"	"Hydrosmittia oxoniana"	1617	NA	"Finnland"	"Lappland"	"205"	"N"	"67.69"	67.69	26.72	"rec"	"ZSM"	"recent"	1617	"Hydrosmittia oxoniana 1617 NA"	67.69	67.69
"3788"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Hydrosmittia"	"oxoniana"	"Hydrosmittia oxoniana"	1719	NA	"Finnland"	"Lappland"	"205"	"N"	"67.69"	67.69	26.72	"rec"	"ZSM"	"recent"	1719	"Hydrosmittia oxoniana 1719 NA"	67.69	67.69
"3789"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Abiskomyia"	"virgo"	"Abiskomyia virgo"	1956	NA	"Finland"	"Lapland"	"205"	"N"	"67.69"	67.69	26.72	"rec"	"ZSM"	"recent"	1956	"Abiskomyia virgo 1956 NA"	67.69	67.69
"3791"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Abiskomyia"	"virgo"	"Abiskomyia virgo"	2222	NA	"Finland"	"Lapland"	"205"	"N"	"67.69"	67.69	26.72	"rec"	"ZSM"	"recent"	2222	"Abiskomyia virgo 2222 NA"	67.69	67.69
"3793"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Abiskomyia"	"virgo"	"Abiskomyia virgo"	2350	NA	"Finland"	"Lapland"	"205"	"N"	"67.69"	67.69	26.72	"rec"	"ZSM"	"recent"	2350	"Abiskomyia virgo 2350 NA"	67.69	67.69
"3795"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Heterotrissicladius"	"subpilosus"	"Heterotrissicladius subpilosus"	2913	NA	"Finnland"	"Lappland"	"205"	"N"	"67.69"	67.69	26.72	"rec"	"ZSM"	"recent"	2913	"Heterotrissicladius subpilosus 2913 NA"	67.69	67.69
"3797"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Heterotrissicladius"	"subpilosus"	"Heterotrissicladius subpilosus"	2993	NA	"Finnland"	"Lappland"	"205"	"N"	"67.69"	67.69	26.72	"rec"	"ZSM"	"recent"	2993	"Heterotrissicladius subpilosus 2993 NA"	67.69	67.69
"3799"	"Chironomidae"	"Chironominae"	""	"Paracladopelma"	"undine"	"Paracladopelma undine"	1806.7	1838.2	"Finnland"	"Lappland"	"205"	"N"	"67.69"	67.69	26.72	"rec"	"ZSM"	"recent"	1806.7	"Paracladopelma undine 1806.7 1838.2"	67.69	67.69
"3800"	"Chironomidae"	"Orthocladiinae"	""	"Corynoneura"	""	"Corynoneura collaris"	800	NA	"Canada, Northwest Territories; Russian far east"	""	""	"N"	"67.7"	67.7	-122.39	"rec"	"Corynoneura Winnertz and Thienemanniella Kieffer from the Nearctic Region (Diptera: Chironomidae: Orthocladiinae) Fu and Saether, 2012"	"recent"	800	"Corynoneura collaris 800 NA"	67.7	67.7
"3801"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Chaetocladius"	""	"Chaetocladius tenuistylus"	1960	NA	"Far East Palearctic"	""	""	"N"	"67.88"	67.88	-178.7409582	"rec"	"Makarchenko et Makarchenko, 2003"	"recent"	1960	"Chaetocladius tenuistylus 1960 NA"	67.88	67.88
"3802"	"Chironomidae"	"Orthocladiinae"	""	"Cricotopus"	""	"Cricotopus claripes"	2400	NA	""	""	""	"N"	"68.00259143"	68.00259143	27.87717841	"rec"	"Hirvenoja, 1973."	"recent"	2400	"Cricotopus claripes 2400 NA"	68.00259143	68.00259143
"3803"	"Chironomidae"	"Orthocladiinae"	""	"Cricotopus"	""	"Cricotopus sptentrionalis"	3050	NA	""	""	""	"N"	"68.0026397"	68.0026397	27.87632012	"rec"	"Hirvenoja, 1973."	"recent"	3050	"Cricotopus sptentrionalis 3050 NA"	68.0026397	68.0026397
"3804"	"Chironomidae"	"Orthocladiinae"	""	"Cricotopus"	""	"Cricotopus magus"	2000	NA	""	""	""	"N"	"68.08762213"	68.08762213	27.44836495	"rec"	"Hirvenoja, 1973."	"recent"	2000	"Cricotopus magus 2000 NA"	68.08762213	68.08762213
"3805"	"Chironomidae"	"Orthocladiinae"	""	"Cricotopus"	""	"Cricotopus arcuatus"	2250	NA	""	""	""	"N"	"68.08762213"	68.08762213	27.44836495	"rec"	"Hirvenoja, 1973."	"recent"	2250	"Cricotopus arcuatus 2250 NA"	68.08762213	68.08762213
"3806"	"Chironomidae"	"Orthocladiinae"	""	"Cricotopus"	""	"Cricotopus pilidorsum"	2700	NA	""	""	""	"N"	"68.09"	68.09	27.44700495	"rec"	"Hirvenoja, 1973."	"recent"	2700	"Cricotopus pilidorsum 2700 NA"	68.09	68.09
"3807"	"Chironomidae"	"Orthocladiinae"	""	"Cricotopus"	""	"Cricotopus villosus"	2750	NA	""	""	""	"N"	"68.09"	68.09	27.44700495	"rec"	"Hirvenoja, 1973."	"recent"	2750	"Cricotopus villosus 2750 NA"	68.09	68.09
"3808"	"Chironomidae"	"Orthocladiinae"	""	"Cricotopus"	""	"Cricotopus festivellus"	2100	NA	""	""	""	"N"	"68.09"	68.09	27.45420146	"rec"	"Hirvenoja, 1973."	"recent"	2100	"Cricotopus festivellus 2100 NA"	68.09	68.09
"3809"	"Chironomidae"	"Orthocladiinae"	""	"Cricotopus"	""	"Cricotopus coronatus"	2200	NA	""	""	""	"N"	"68.09"	68.09	27.45420146	"rec"	"Hirvenoja, 1973."	"recent"	2200	"Cricotopus coronatus 2200 NA"	68.09	68.09
"3810"	"Chironomidae"	"Orthocladiinae"	""	"Cricotopus"	""	"Cricotopus cylindraceus"	2500	NA	""	""	""	"N"	"68.09"	68.09	27.45420146	"rec"	"Hirvenoja, 1973."	"recent"	2500	"Cricotopus cylindraceus 2500 NA"	68.09	68.09
"3811"	"Chironomidae"	"Orthocladiinae"	""	"Cricotopus"	""	"Cricotopus patens"	1900	NA	""	""	""	"N"	"68.09"	68.09	27.45420146	"rec"	"Hirvenoja, 1973."	"recent"	1900	"Cricotopus patens 1900 NA"	68.09	68.09
"3812"	"Chironomidae"	"Orthocladiinae"	""	"Cricotopus"	""	"Cricotopus polaris"	2600	NA	""	""	""	"N"	"68.09005598"	68.09005598	27.44905836	"rec"	"Hirvenoja, 1973."	"recent"	2600	"Cricotopus polaris 2600 NA"	68.09005598	68.09005598
"3813"	"Chironomidae"	"Orthocladiinae"	""	"Cricotopus"	""	"Cricotopus intersectus"	1900	NA	""	""	""	"N"	"68.0904395"	68.0904395	27.45111949	"rec"	"Hirvenoja, 1973."	"recent"	1900	"Cricotopus intersectus 1900 NA"	68.0904395	68.0904395
"3814"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Hydrobaenus"	""	"Hydrobaenus laticaudus"	2200	NA	"USA. AL"	""	""	"N"	"68.14"	68.14	-165.9782499	"rec"	"Saether, 1976"	"recent"	2200	"Hydrobaenus laticaudus 2200 NA"	68.14	68.14
"3815"	"Chironomidae"	"Podonominae"	"Boreochlini"	"Trichotanypus"	""	"Trichotanypus foliaceus"	2750	NA	"USA"	""	""	"N"	"68.14"	68.14	-165.6605063	"rec"	"Wirth and Sublette, 1970"	"recent"	2750	"Trichotanypus foliaceus 2750 NA"	68.14	68.14
"3816"	"Chironomidae"	"Podonominae"	"Boreochlini"	"Trichotanypus"	""	"Trichotanypus mariae"	2860	NA	"USA"	""	""	"N"	"68.14996797"	68.14996797	-151.7192071	"rec"	"Wirth and Sublette, 1970"	"recent"	2860	"Trichotanypus mariae 2860 NA"	68.14996797	68.14996797
"3817"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Mesocricotopus"	"thienemanni"	"Mesocricotopus thienemanni"	1291	NA	"Sweden"	"Tornetrask"	"360"	"N"	"68.22"	68.22	19.72	"rec"	"ZSM"	"recent"	1291	"Mesocricotopus thienemanni 1291 NA"	68.22	68.22
"3818"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Mesocricotopus"	"thienemanni"	"Mesocricotopus thienemanni"	1504	NA	"Sweden"	"Tornetrask"	"360"	"N"	"68.22"	68.22	19.72	"rec"	"ZSM"	"recent"	1504	"Mesocricotopus thienemanni 1504 NA"	68.22	68.22
"3819"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Mesocricotopus"	"thienemanni"	"Mesocricotopus thienemanni"	1669	NA	"Sweden"	"Tornetrask"	"360"	"N"	"68.22"	68.22	19.72	"rec"	"ZSM"	"recent"	1669	"Mesocricotopus thienemanni 1669 NA"	68.22	68.22
"3820"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Mesocricotopus"	"thienemanni"	"Mesocricotopus thienemanni"	1735	NA	"Sweden"	"Tornetrask"	"360"	"N"	"68.22"	68.22	19.72	"rec"	"ZSM"	"recent"	1735	"Mesocricotopus thienemanni 1735 NA"	68.22	68.22
"3821"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Constempellina"	"brevicosta"	"Constempellina brevicosta"	1930	NA	"Sweden"	"Tornetraesk"	"360"	"N"	"68.23"	68.23	19.72	"rec"	"ZSM"	"recent"	1930	"Constempellina brevicosta 1930 NA"	68.23	68.23
"3822"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Constempellina"	"brevicosta"	"Constempellina brevicosta"	2052	NA	"Sweden"	"Tornetraesk"	"360"	"N"	"68.23"	68.23	19.72	"rec"	"ZSM"	"recent"	2052	"Constempellina brevicosta 2052 NA"	68.23	68.23
"3823"	"Chironomidae"	"Diamesinae"	""	"Protanypus"	""	"Protanypus pseudomorio"	4040	NA	"USA (Alaska), Russia"	""	""	"N"	"68.24858452"	68.24858452	-158.3087016	"rec"	"The first record of Protanypus pseudomorio Makarchenko (Diptera: Chironomidae) from the Nearctic, with a description of the female and a revised key to males of the genus. Saether and Willassen, 1985"	"recent"	4040	"Protanypus pseudomorio 4040 NA"	68.24858452	68.24858452
"3824"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Micropsectra"	"pallidula"	"Micropsectra pallidula"	1930	1990	" Norway"	"Eggum"	"0"	"N"	"68.3"	68.3	13.68	"rec"	"ZSM"	"recent"	1930	"Micropsectra pallidula 1930 1990"	68.3	68.3
"3825"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Micropsectra"	"nana"	"Micropsectra nana"	1960	2110	" Norway"	"Eggum"	"0"	"N"	"68.3"	68.3	13.68	"rec"	"ZSM"	"recent"	1960	"Micropsectra nana 1960 2110"	68.3	68.3
"3826"	"Chironomidae"	"Podonominae"	""	"Boreochlus"	""	"Boreochlus thienemanni"	1850	NA	"Scandinavia. Western Europe"	""	""	"N"	"68.34"	68.34	18.93790541	"rec"	"Brundin, 1966"	"recent"	1850	"Boreochlus thienemanni 1850 NA"	68.34	68.34
"3827"	"Chironomidae"	"Podonominae"	""	"Lasiodiamesa"	""	"Lasiodiamesa sphagnicola"	3100	NA	"Scandinavia. Western Europe"	""	""	"N"	"68.34"	68.34	18.93790541	"rec"	"Brundin, 1966"	"recent"	3100	"Lasiodiamesa sphagnicola 3100 NA"	68.34	68.34
"3828"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Chaetocladius"	"laminatus"	"Chaetocladius laminatus"	3970	3970	"Sweden"	"Njakajokk"	"350"	"N"	"68.35"	68.35	17.35	"rec"	"ZSM"	"recent"	3970	"Chaetocladius laminatus 3970 3970"	68.35	68.35
"3829"	"Chironomidae"	"Chironominae"	""	"Paratanytarsus"	"hyperboreus"	"Paratanytarsus hyperboreus"	2746.3	NA	"Schweden"	"Abisko Station"	"376"	"N"	"68.35"	68.35	18.71381078	"rec"	"ZSM"	"recent"	2746.3	"Paratanytarsus hyperboreus 2746.3 NA"	68.35	68.35
"3830"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Paratanytarsus"	"hyperboreus"	"Paratanytarsus hyperboreus"	2746	NA	"Sweden"	"Abisko-Station"	"376"	"N"	"68.35"	68.35	18.8	"rec"	"ZSM"	"recent"	2746	"Paratanytarsus hyperboreus 2746 NA"	68.35	68.35
"3831"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Micropsectra"	"lacustris"	"Micropsectra lacustris"	1870	1980	" Sweden"	"Abisko"	"350"	"N"	"68.35"	68.35	18.83	"rec"	"ZSM"	"recent"	1870	"Micropsectra lacustris 1870 1980"	68.35	68.35
"3832"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Chaetocladius"	"suecicus"	"Chaetocladius suecicus"	2730	2840	" Sweden"	"Abisko"	"350"	"N"	"68.35"	68.35	18.83	"rec"	"ZSM"	"recent"	2730	"Chaetocladius suecicus 2730 2840"	68.35	68.35
"3833"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Heterotanytarsus"	"brundini"	"Heterotanytarsus brundini"	1043	NA	"Sweden"	"Abisko"	"419"	"N"	"68.38"	68.38	18.73	"rec"	"ZSM"	"recent"	1043	"Heterotanytarsus brundini 1043 NA"	68.38	68.38
"3834"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Heterotanytarsus"	"brundini"	"Heterotanytarsus brundini"	1080	NA	"Sweden"	"Abisko"	"419"	"N"	"68.38"	68.38	18.73	"rec"	"ZSM"	"recent"	1080	"Heterotanytarsus brundini 1080 NA"	68.38	68.38
"3835"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Heterotanytarsus"	"brundini"	"Heterotanytarsus brundini"	1233	NA	"Sweden"	"Abisko"	"419"	"N"	"68.38"	68.38	18.73	"rec"	"ZSM"	"recent"	1233	"Heterotanytarsus brundini 1233 NA"	68.38	68.38
"3836"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Heterotanytarsus"	"brundini"	"Heterotanytarsus brundini"	1685	NA	"Sweden"	"Abisko"	"419"	"N"	"68.38"	68.38	18.73	"rec"	"ZSM"	"recent"	1685	"Heterotanytarsus brundini 1685 NA"	68.38	68.38
"3837"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Tokunagaia"	""	"Tokunagaia parexcellens"	2850	NA	"Fennoscandia"	""	""	"N"	"68.38"	68.38	23.63107816	"rec"	"Tuiskunen and Lindenberg, 1986"	"recent"	2850	"Tokunagaia parexcellens 2850 NA"	68.38	68.38
"3838"	"Chironomidae"	"Orthocladiinae"	""	"Thienemannia"	""	"Thienemannia paasivirtai"	2900	NA	"Fennoscandia"	""	""	"N"	"68.38"	68.38	26.10812139	"rec"	"Tuiskunen and Lindenberg, 1986"	"recent"	2900	"Thienemannia paasivirtai 2900 NA"	68.38	68.38
"3839"	"Chironomidae"	"Orthocladiinae"	""	"Cricotopus"	""	"Cricotopus reductus"	2000	NA	""	""	""	"N"	"68.38474082"	68.38474082	23.63103044	"rec"	"Hirvenoja, 1973."	"recent"	2000	"Cricotopus reductus 2000 NA"	68.38474082	68.38474082
"3840"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Limnophyes"	""	"Limnophyes er"	1235	NA	"Finland"	""	""	"N"	"68.38496208"	68.38496208	23.6327043	"rec"	"Saether, 1985"	"recent"	1235	"Limnophyes er 1235 NA"	68.38496208	68.38496208
"3841"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Heterotrissocladius"	""	"Heterotrissocladius_maeaeri"	2180	NA	"nothern_palearctic"	""	""	"N"	"68.38497794"	68.38497794	23.63158845	"rec"	"Saether, 1975"	"recent"	2180	"Heterotrissocladius_maeaeri 2180 NA"	68.38497794	68.38497794
"3842"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Constempellina"	"brevicosta"	"Constempellina brevicosta"	1692	NA	"Norway"	"Katterjaure"	"693"	"N"	"68.39"	68.39	18.1	"rec"	"ZSM"	"recent"	1692	"Constempellina brevicosta 1692 NA"	68.39	68.39
"3843"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Constempellina"	"brevicosta"	"Constempellina brevicosta"	1752	NA	"Norway"	"Katterjaure"	"693"	"N"	"68.39"	68.39	18.1	"rec"	"ZSM"	"recent"	1752	"Constempellina brevicosta 1752 NA"	68.39	68.39
"3844"	"Chironomidae"	"Orthocladiinae"	""	"Zalutschia"	""	"Zalutschia tornetraeskensis"	2090	NA	"Swe"	""	""	"N"	"68.39"	68.39	26.5071998	"rec"	"Saether, 1976"	"recent"	2090	"Zalutschia tornetraeskensis 2090 NA"	68.39	68.39
"3845"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Paratanytarsus"	""	"Paratanytarsus paralaccophilus"	1510	NA	"Finnland"	""	""	"N"	"68.4"	68.4	28.17	"rec"	"On the systematics of the tribe Tanytarsini (Diptera: Chironomidae) Paasivirta and Gilka"	"recent"	1510	"Paratanytarsus paralaccophilus 1510 NA"	68.4	68.4
"3846"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Tanytarsus"	""	"Tanytarsus paraniger"	2580	NA	"Finnland"	""	""	"N"	"68.43"	68.43	27.38	"rec"	"On the systematics of the tribe Tanytarsini (Diptera: Chironomidae) Paasivirta and Gilka"	"recent"	2580	"Tanytarsus paraniger 2580 NA"	68.43	68.43
"3847"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Tanytarsus"	""	"Tanytarsus trux"	2470	NA	"Finland"	""	""	"N"	"68.43"	68.43	27.4	"rec"	"Gilka, Paasivirta, 2009"	"recent"	2470	"Tanytarsus trux 2470 NA"	68.43	68.43
"3848"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Chaetocladius"	""	"Chaetocladius crassisaetosus"	2700	NA	"Fennoscandia"	""	""	"N"	"68.51"	68.51	27.54425247	"rec"	"Tuiskunen and Lindenberg, 1986"	"recent"	2700	"Chaetocladius crassisaetosus 2700 NA"	68.51	68.51
"3849"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Micropsectra"	"appendica"	"Micropsectra appendica"	2350	2480	" Finland"	"Kotaoja"	"74"	"N"	"68.65"	68.65	23.3	"rec"	"ZSM"	"recent"	2350	"Micropsectra appendica 2350 2480"	68.65	68.65
"3850"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Micropsectra"	"appendica"	"Micropsectra appendica"	2350	2350	" Finland"	"Kotaoja"	"74"	"N"	"68.65"	68.65	23.3	"rec"	"ZSM"	"recent"	2350	"Micropsectra appendica 2350 2350"	68.65	68.65
"3851"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Micropsectra"	"appendica"	"Micropsectra appendica"	2650	NA	" Finland"	"Kotaoja"	"74"	"N"	"68.65"	68.65	23.3	"rec"	"ZSM"	"recent"	2650	"Micropsectra appendica 2650 NA"	68.65	68.65
"3852"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Micropsectra"	"apposita"	"Micropsectra apposita"	2880	3030	" Finland"	"Kotaoja"	"74"	"N"	"68.65"	68.65	23.3	"rec"	"ZSM"	"recent"	2880	"Micropsectra apposita 2880 3030"	68.65	68.65
"3853"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Micropsectra"	"radialis"	"Micropsectra radialis"	2900	3040	" Finland"	"Kotaoja"	"74"	"N"	"68.65"	68.65	23.3	"rec"	"ZSM"	"recent"	2900	"Micropsectra radialis 2900 3040"	68.65	68.65
"3854"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Micropsectra"	"recurvata"	"Micropsectra recurvata"	2960	3130	" Finland"	"Kotaoja"	"74"	"N"	"68.65"	68.65	23.3	"rec"	"ZSM"	"recent"	2960	"Micropsectra recurvata 2960 3130"	68.65	68.65
"3855"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Micropsectra"	"recurvata"	"Micropsectra recurvata"	3080	3230	" Finland"	"Kotaoja"	"74"	"N"	"68.65"	68.65	23.3	"rec"	"ZSM"	"recent"	3080	"Micropsectra recurvata 3080 3230"	68.65	68.65
"3856"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Micropsectra"	"apposita"	"Micropsectra apposita"	3210	NA	" Finland"	"Kotaoja"	"74"	"N"	"68.65"	68.65	23.3	"rec"	"ZSM"	"recent"	3210	"Micropsectra apposita 3210 NA"	68.65	68.65
"3857"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Micropsectra"	"radialis"	"Micropsectra radialis"	3500	3770	" Finland"	"Kotaoja"	"74"	"N"	"68.65"	68.65	23.3	"rec"	"ZSM"	"recent"	3500	"Micropsectra radialis 3500 3770"	68.65	68.65
"3858"	"Chironomidae"	"Orthocladiinae"	""	"Thienemanniella"	""	"Thienemanniella tiunovae"	1180	NA	"Canada, Northwest Territories"	""	""	"N"	"68.76"	68.76	-119.46	"rec"	"Corynoneura Winnertz and Thienemanniella Kieffer from the Nearctic Region (Diptera: Chironomidae: Orthocladiinae) Fu and Saether, 2012"	"recent"	1180	"Thienemanniella tiunovae 1180 NA"	68.76	68.76
"3859"	"Chironomidae"	"Orthocladiinae"	""	"Lipurometriocnemus"	""	"Lipurometriocnemus vixlobatus"	1500	NA	"Canada, USA"	""	""	"N"	"68.82"	68.82	-138.43	"rec"	"ADDITIONS AND CORRECTIONS TO THE NEARCTIC ORTHOCLADIINAE (DIPTERA: CHIRONOMIDAE)  Cranston and Oliver, 1988"	"recent"	1500	"Lipurometriocnemus vixlobatus 1500 NA"	68.82	68.82
"3860"	"Chironomidae"	"Orthocladiinae"	""	"Apometriocnemus"	""	"Apometriocnemus beringensis"	1550	NA	"Canada"	""	""	"N"	"68.82"	68.82	-138.43	"rec"	"ADDITIONS AND CORRECTIONS TO THE NEARCTIC ORTHOCLADIINAE (DIPTERA: CHIRONOMIDAE)  Cranston and Oliver, 1988"	"recent"	1550	"Apometriocnemus beringensis 1550 NA"	68.82	68.82
"3861"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Microspsectra"	""	"Microspsectra malla"	1690	NA	"Finnish Lappland"	""	""	"N"	"68.88"	68.88	28.22	"rec"	"On the systematics of the tribe Tanytarsini (Diptera: Chironomidae) Paasivirta and Gilka"	"recent"	1690	"Microspsectra malla 1690 NA"	68.88	68.88
"3862"	"Chironomidae"	"Orthocladiinae"	""	"Zalutschia"	""	"Zalutschia mallae"	2600	NA	"Fennoscandia"	""	""	"N"	"69.04"	69.04	20.80391783	"rec"	"Tuiskunen and Lindenberg, 1986"	"recent"	2600	"Zalutschia mallae 2600 NA"	69.04	69.04
"3863"	"Chironomidae"	"Orthocladiinae"	""	"Bryophaenocladius"	""	"Bryophaenocladius saanae"	3000	NA	"Fennoscandia"	""	""	"N"	"69.04"	69.04	20.80391783	"rec"	"Tuiskunen and Lindenberg, 1986"	"recent"	3000	"Bryophaenocladius saanae 3000 NA"	69.04	69.04
"3864"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Stempellinella"	"minor"	"Stempellinella minor"	1412	1476.4	"Finnland"	"Kilpisjaern"	"563"	"N"	"69.04"	69.04	21.61	"rec"	"ZSM"	"recent"	1412	"Stempellinella minor 1412 1476.4"	69.04	69.04
"3865"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Paratanytarsus"	"tenuis"	"Paratanytarsus tenuis"	2493	NA	"Finnland"	"Kilpisjaern"	"563"	"N"	"69.04"	69.04	21.61	"rec"	"ZSM"	"recent"	2493	"Paratanytarsus tenuis 2493 NA"	69.04	69.04
"3866"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Tanytarsus"	"lugens"	"Tanytarsus lugens"	2645	2606.9	"Finnland"	"Kilpisjaern"	"563"	"N"	"69.04"	69.04	21.61	"rec"	"ZSM"	"recent"	2645	"Tanytarsus lugens 2645 2606.9"	69.04	69.04
"3867"	"Chironomidae"	"Chironominae"	""	"Paratanytarsus"	"tenuis"	"Paratanytarsus tenuis"	2492.9	NA	"Finnland"	"Kilpisjär"	"563"	"N"	"69.04"	69.04	21.61	"rec"	"ZSM"	"recent"	2492.9	"Paratanytarsus tenuis 2492.9 NA"	69.04	69.04
"3868"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Heterotrissocladius"	""	"Heterotrissocladius_subpilosus"	3110	NA	"nothern_palearctic"	""	""	"N"	"69.04324445"	69.04324445	20.79784898	"rec"	"Saether, 1975"	"recent"	3110	"Heterotrissocladius_subpilosus 3110 NA"	69.04324445	69.04324445
"3869"	"Chironomidae"	"Orthocladiinae"	""	"Boreosmittia"	""	"Boreosmittia karelioborealis"	1800	NA	"Fennoscandia"	""	""	"N"	"69.14"	69.14	26.65592911	"rec"	"Tuiskunen and Lindenberg, 1986"	"recent"	1800	"Boreosmittia karelioborealis 1800 NA"	69.14	69.14
"3870"	"Chironomidae"	"Chironominae"	"Tanytarsini"	"Micropsectra"	"lacustris"	"Micropsectra lacustris"	2250	2360	" Norway"	"Helligskogen"	"350"	"N"	"69.2"	69.2	20.7	"rec"	"ZSM"	"recent"	2250	"Micropsectra lacustris 2250 2360"	69.2	69.2
"3871"	"Chironomidae"	"Diamesinae"	""	"Potthastia"	""	"Potthastia longimana"	3200	NA	"Palaearctic"	""	""	"N"	"69.26395134"	69.26395134	169.8572079	"rec"	"Makarchenko, 1985"	"recent"	3200	"Potthastia longimana 3200 NA"	69.26395134	69.26395134
