"Group.1"	"Group.2"	"Group.3"	"Group.4"	"Species"	"spp"	"Wing.length.1"	"Wing.length.2"	"Country"	"Location"	"Altitude"	"hemisphere"	"Latitude"	"Latitude_cor"	"Longitude"	"Geological.age"	"Origin"	"Period"	"wl"	"dup"	"Lat1_cor"	"Lat_un"	"Altitude_c"	"alt_interval"	"interval"	"interval_simplified"	"x"	"y"	"Temp"	"Prec"
"Chironomidae"	"Chironominae"	"Tanytarsini"	"Rheotanytarsus"	""	"Rheotanytarsus thunesi"	1260	NA	"Costa Rica"	""	""	"N"	"10.26"	10.26	-84.00604799	"rec"	"Kwatema Kyerematen, 1999"	"recent"	1260	"Rheotanytarsus thunesi 1260 NA"	10.26	10.26	NA	NA	"(10,20]"	"(10,20]"	-84.00604799	10.26	209	3707
"Chironomidae"	"Chironominae"	"Chironomini"	"Stenochironomus"	"quadrinotatus"	"Stenochironomus quadrinotatus"	2043	2031	"Costa Rica"	"Heredia"	"58"	"N"	"10.43"	10.43	-84.01	"rec"	"ZSM"	"recent"	2043	"Stenochironomus quadrinotatus 2043 2031"	10.43	10.43	58	"(0,500]"	"(10,20]"	"(10,20]"	-84.01	10.43	255	4036
"Chironomidae"	"Chironominae"	"Chironomini"	"Stenochironomus"	"nudipupa"	"Stenochironomus nudipupa"	2123	2104	"Costa Rica"	"Heredia"	"58"	"N"	"10.43"	10.43	-84.01	"rec"	"ZSM"	"recent"	2123	"Stenochironomus nudipupa 2123 2104"	10.43	10.43	58	"(0,500]"	"(10,20]"	"(10,20]"	-84.01	10.43	255	4036
""	""	""	"Stenochironomus"	"Stenochironomus quadrinotatus"	"Stenochironomus quadrinotatus (Borkent, 1984)"	2043	2031	"Heredia, Costa Rica"	"Viejio, La Selva "	"58"	"N"	"10.43"	10.43	-84.00572489	"rec"	"ZSM"	"recent"	2043	"Stenochironomus quadrinotatus (Borkent, 1984) 2043 2031"	10.43	10.43	58	"(0,500]"	"(10,20]"	"(10,20]"	-84.00572489	10.43	255	4036
""	""	""	"Stenochironomus"	"Stenochironomus nudipupa"	"Stenochironomus nudipupa(Borkent, 1984)"	2123	2104	"Heredia, Costa Rica"	"Viejio, La Selva Heredia"	"58"	"N"	"10.43"	10.43	-84.00572489	"rec"	"ZSM"	"recent"	2123	"Stenochironomus nudipupa(Borkent, 1984) 2123 2104"	10.43	10.43	58	"(0,500]"	"(10,20]"	"(10,20]"	-84.00572489	10.43	255	4036
"Chironomidae"	"Chironominae"	"Chironomini"	"Zavrelliella"	"marmorata"	"Zavrelliella marmorata"	1684	NA	"South Sudan"	"Melut"	"393"	"N"	"10.44"	10.44	32.21	"rec"	"ZSM"	"recent"	1684	"Zavrelliella marmorata 1684 NA"	10.44	10.44	393	"(0,500]"	"(10,20]"	"(10,20]"	32.21	10.44	281	608
"Chironomidae"	"Chironominae"	"Chironomini"	"Conochironomus"	""	"Conochironomus deemingi"	3000	NA	"Nigeria"	""	""	"N"	"10.51"	10.51	7.453677654	"rec"	"Conochironomus Freeman: an Afro- Australian Chironomini genus revised (Diptera: Chironomidae)  Cranston and Hare, 1995"	"recent"	3000	"Conochironomus deemingi 3000 NA"	10.51	10.51	NA	NA	"(10,20]"	"(10,20]"	7.453677654	10.51	252	1200
"Chironomidae"	"Tanypodinae"	"Pentaneurini"	"Acinoretracus"	""	"Acinoretracus multispinosus"	1860	NA	"Afrotropic"	""	""	"N"	"10.63985642"	10.63985642	-4.808076788	"rec"	"ACINORETRACUS, A NEW AFROTROPICAL GENUS FOR SOME SPECIES PREVIOUSLXY PLACED IN DICROTENDIPES (DIPTERA: CHIRONOMIDAE: CHIRONOMINAE) Epler, Harrison and Hare, 1999"	"recent"	1860	"Acinoretracus multispinosus 1860 NA"	10.63985642	10.63985642	NA	NA	"(10,20]"	"(10,20]"	-4.808076788	10.63985642	275	1097
"Chironomidae"	"Chironominae"	""	"Polypedilum"	""	"Polypedilum tridens"	1710	NA	"Burkina Faso. Egypt. Kenya. Madagascar. Nigeria. SA.Zimbabwe"	""	""	"N"	"10.64"	10.64	-4.809277279	"rec"	"Vardal,1997"	"recent"	1710	"Polypedilum tridens 1710 NA"	10.64	10.64	NA	NA	"(10,20]"	"(10,20]"	-4.809277279	10.64	275	1097
"Chironomidae"	"Buchonomyiinae"	""	"Buchonomyia"	""	"Buchonomyia brundini"	2440	NA	"Costa Rica"	""	"1000"	"N"	"10.94"	10.94	-85.61821736	"rec"	"Andersen and Saether, 1995"	"recent"	2440	"Buchonomyia brundini 2440 NA"	10.94	10.94	1000	"(500,1e+03]"	"(10,20]"	"(10,20]"	-85.61821736	10.94	250	1809
"Chironomidae"	"Chironominae"	"Tanytarsini"	"Rheotanytarsus"	""	"Rheotanytarsus baculus"	970	NA	"Costa Rica"	""	"1000"	"N"	"10.94"	10.94	-85.43222819	"rec"	"Kwatema Kyerematen, 1999"	"recent"	970	"Rheotanytarsus baculus 970 NA"	10.94	10.94	1000	"(500,1e+03]"	"(10,20]"	"(10,20]"	-85.43222819	10.94	226	2625
"Chironomidae"	"Chironominae"	"Tanytarsini"	"Rheotanytarsus"	""	"Rheotanytarsus scutulatus"	1160	NA	"Costa Rica"	""	"1000"	"N"	"10.94"	10.94	-85.43222819	"rec"	"Kwatema Kyerematen, 1999"	"recent"	1160	"Rheotanytarsus scutulatus 1160 NA"	10.94	10.94	1000	"(500,1e+03]"	"(10,20]"	"(10,20]"	-85.43222819	10.94	226	2625
"Chironomidae"	"Chironominae"	"Tanytarsini"	"Rheotanytarsus"	""	"Rheotanytarsus guanacastensis"	1180	NA	"Costa Rica"	""	"1000"	"N"	"10.94"	10.94	-85.43222819	"rec"	"Kwatema Kyerematen, 1999"	"recent"	1180	"Rheotanytarsus guanacastensis 1180 NA"	10.94	10.94	1000	"(500,1e+03]"	"(10,20]"	"(10,20]"	-85.43222819	10.94	226	2625
"Chironomidae"	"Chironominae"	"Tanytarsini"	"Rheotanytarsus"	""	"Rheotanytarsus subtilis"	1270	NA	"Costa Rica"	""	"1000"	"N"	"10.94"	10.94	-85.43222819	"rec"	"Kwatema Kyerematen, 1999"	"recent"	1270	"Rheotanytarsus subtilis 1270 NA"	10.94	10.94	1000	"(500,1e+03]"	"(10,20]"	"(10,20]"	-85.43222819	10.94	226	2625
"Chironomidae"	"Orthocladiinae"	""	"Tempisquitoneura"	""	"Tempisquitoneura merillorum"	916	NA	"Costa Rica"	""	"100-330"	"N"	"10.94"	10.94	-85.323	"rec"	"Tempisquitoneura, a new genus of Orthocladiinae (Diptera: Chironomidae) symphoretic on Corydalus (Megaloptera: Corydalidae)"	"recent"	916	"Tempisquitoneura merillorum 916 NA"	10.94	10.94	NA	NA	"(10,20]"	"(10,20]"	-85.323	10.94	248	2267
"Chironomidae"	"Chironominae"	""	"Parachironomus"	"directus"	"Parachironomus directus"	1236.5	NA	"Nicaragua"	"Solentiname"	"66"	"N"	"11.08"	11.08	-85.01354889	"rec"	"ZSM"	"recent"	1236.5	"Parachironomus directus 1236.5 NA"	11.08	11.08	66	"(0,500]"	"(10,20]"	"(10,20]"	-85.01354889	11.08	263	1891
"Chironomidae"	"Chironominae"	""	"Parachironomus"	"cayapo"	"Parachironomus cayapo"	1305	NA	"Nicaragua"	"Solentiname"	"66"	"N"	"11.08"	11.08	-85.01354889	"rec"	"ZSM"	"recent"	1305	"Parachironomus cayapo 1305 NA"	11.08	11.08	66	"(0,500]"	"(10,20]"	"(10,20]"	-85.01354889	11.08	263	1891
"Chironomidae"	"Chironominae"	"Tanytarsini"	"Tanytarsus"	"kiche"	"Tanytarsus kiche"	960	NA	"Nicaragua"	"Islas Solentiname"	"66"	"N"	"11.08"	11.08	-84.89	"rec"	"ZSM"	"recent"	960	"Tanytarsus kiche 960 NA"	11.08	11.08	66	"(0,500]"	"(10,20]"	"(10,20]"	-84.89	11.08	262	1842
"Chironomidae"	"Chironominae"	"Tanytarsini"	"Tanytarsus"	""	"Tanytarsus zariae"	1510	NA	"Western Africa"	""	""	"N"	"11.09301811"	11.09301811	7.703651694	"rec"	"A REVIEW OF AFROTROPICAL TANYTARSUS VAN DER VULP (DIPTERA: CHIRONOMIDAE) Ekrem, 2001"	"recent"	1510	"Tanytarsus zariae 1510 NA"	11.09301811	11.09301811	NA	NA	"(10,20]"	"(10,20]"	7.703651694	11.09301811	249	1058
"Chironomidae"	"Orthocladiinae"	""	"Parametriocnemus"	""	"Parametriocnemus scotti"	1875	NA	"Afrotropics"	""	"1500-2700"	"N"	"11.13"	11.13	39.63773482	"rec"	"Freeman 4(7):285-366 (1956)"	""	1875	"Parametriocnemus scotti 1875 NA"	11.13	11.13	NA	NA	"(10,20]"	"(10,20]"	39.63773482	11.13	147	1136
"Chironomidae"	"Orthocladiinae"	""	"Parametriocnemus"	""	"Parametriocnemus fordi"	1900	NA	"Afrotropics"	""	"3750"	"N"	"11.13504903"	11.13504903	39.63461339	"rec"	"Freeman 4(7):285-366 (1956)"	""	1900	"Parametriocnemus fordi 1900 NA"	11.13504903	11.13504903	3750	"(3e+03,4e+03]"	"(10,20]"	"(10,20]"	39.63461339	11.13504903	147	1136
"Chironomidae"	"Chironominae"	"Chironomini"	"Dicrotendipes"	"sinoposus"	"Dicrotendipes sinoposus"	1570	NA	" Nicaragua"	"Solentiname Islands"	"31"	"N"	"11.17123149"	11.17123149	-85.03383917	"rec"	"ZSM"	"recent"	1570	"Dicrotendipes sinoposus 1570 NA"	11.17123149	11.17123149	31	"(0,500]"	"(10,20]"	"(10,20]"	-85.03383917	11.17123149	263	1902
"Chironomidae"	"Chironominae"	"Chironomini"	"Goeldichironomus"	"carus"	"Goeldichironomus carus"	2710	2780	" Nicaragua"	"Solentiname Islands"	"31"	"N"	"11.17123149"	11.17123149	-85.03383917	"rec"	"ZSM"	"recent"	2710	"Goeldichironomus carus 2710 2780"	11.17123149	11.17123149	31	"(0,500]"	"(10,20]"	"(10,20]"	-85.03383917	11.17123149	263	1902
"Chironomidae"	"Tanypodinae"	"Coelotanypodinid"	"Coelotanypus"	"concinnus"	"Coelotanypus concinnus"	2013	NA	"Nicaragua"	"Wildlife Refuge Chacocente"	"22"	"N"	"11.54"	11.54	-86.19	"rec"	"ZSM"	"recent"	2013	"Coelotanypus concinnus 2013 NA"	11.54	11.54	22	"(0,500]"	"(10,20]"	"(10,20]"	-86.19	11.54	271	1573
"Chironomidae"	"Tanypodinae"	"Coelotanypodinid"	"Coelotanypus"	"concinnus"	"Coelotanypus concinnus"	2208	NA	"Nicaragua"	"Wildlife Refuge Chacocente"	"22"	"N"	"11.54"	11.54	-86.19	"rec"	"ZSM"	"recent"	2208	"Coelotanypus concinnus 2208 NA"	11.54	11.54	22	"(0,500]"	"(10,20]"	"(10,20]"	-86.19	11.54	271	1573
"Chironomidae"	"Tanypodinae"	"Coelotanypodinid"	"Coelotanypus"	"concinnus"	"Coelotanypus concinnus"	2247	NA	"Nicaragua"	"Wildlife Refuge Chacocente"	"22"	"N"	"11.54"	11.54	-86.19	"rec"	"ZSM"	"recent"	2247	"Coelotanypus concinnus 2247 NA"	11.54	11.54	22	"(0,500]"	"(10,20]"	"(10,20]"	-86.19	11.54	271	1573
"Chironomidae"	"Tanypodinae"	"Coelotanypodinid"	"Coelotanypus"	"concinnus"	"Coelotanypus concinnus"	2321	NA	"Nicaragua"	"Wildlife Refuge Chacocente"	"22"	"N"	"11.54"	11.54	-86.19	"rec"	"ZSM"	"recent"	2321	"Coelotanypus concinnus 2321 NA"	11.54	11.54	22	"(0,500]"	"(10,20]"	"(10,20]"	-86.19	11.54	271	1573
"Chironomidae"	"Chironominae"	""	"Paralauterborniella"	"nigrohalteralis"	"Paralauterborniella nigrohalteralis"	948.8	NA	"Nicaragua"	"Carazo"	"37"	"N"	"11.66"	11.66	-86.2558804	"rec"	"ZSM"	"recent"	948.8	"Paralauterborniella nigrohalteralis 948.8 NA"	11.66	11.66	37	"(0,500]"	"(10,20]"	"(10,20]"	-86.2558804	11.66	271	1573
"Chironomidae"	"Chironominae"	""	"Nilothauma"	"aripuanense"	"Nilothauma aripuanense"	1557.2	NA	"Nicaragua"	"Carazo"	"37"	"N"	"11.66"	11.66	-86.2558804	"rec"	"ZSM"	"recent"	1557.2	"Nilothauma aripuanense 1557.2 NA"	11.66	11.66	37	"(0,500]"	"(10,20]"	"(10,20]"	-86.2558804	11.66	271	1573
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Cardiocladius"	""	"Cardiocladius africanus"	2000	NA	"Afrotropics"	""	""	"N"	"11.82"	11.82	39.60189858	"rec"	"Freeman 4(7):285-366 (1956)"	""	2000	"Cardiocladius africanus 2000 NA"	11.82	11.82	NA	NA	"(10,20]"	"(10,20]"	39.60189858	11.82	171	967
"Chironomidae"	"Chironominae"	"Tanytarsini"	"Rheotanytarsus"	""	"Rheotanytarsus samaki"	1470	NA	"Epthiopia. Congo. Lebanon"	""	""	"N"	"11.82"	11.82	39.60246167	"rec"	"Kwatema Kyerematen, 1999"	"recent"	1470	"Rheotanytarsus samaki 1470 NA"	11.82	11.82	NA	NA	"(10,20]"	"(10,20]"	39.60246167	11.82	171	967
"Chironomidae"	"Chironominae"	"Chironomini"	"Parachironomus"	"unicalcar"	"Parachironomus=Kribocryptus unicalcar"	1134	NA	"Ethiopia"	"Tanasee"	"1785"	"N"	"11.95"	11.95	37.29	"rec"	"ZSM"	"recent"	1134	"Parachironomus=Kribocryptus unicalcar 1134 NA"	11.95	11.95	1785	"(1e+03,2e+03]"	"(10,20]"	"(10,20]"	37.29	11.95	199	1287
"Chironomidae"	"Chironominae"	"Chironomini"	"Parachironomus"	"unicalcar"	"Parachironomus=Kribocryptus unicalcar"	1413	NA	"Ethiopia"	"Tanasee"	"1785"	"N"	"11.95"	11.95	37.29	"rec"	"ZSM"	"recent"	1413	"Parachironomus=Kribocryptus unicalcar 1413 NA"	11.95	11.95	1785	"(1e+03,2e+03]"	"(10,20]"	"(10,20]"	37.29	11.95	199	1287
"Chironomidae"	"Chironominae"	"Chironomini"	"Cladopelma"	"forcipis"	"Cladopelma forcipis"	1200	1270	" Nicaragua"	"Masaya"	"635"	"N"	"11.96"	11.96	-86.05	"rec"	"ZSM"	"recent"	1200	"Cladopelma forcipis 1200 1270"	11.96	11.96	635	"(500,1e+03]"	"(10,20]"	"(10,20]"	-86.05	11.96	257	1633
"Chironomidae"	"Chironominae"	"Chironomini"	"Dicrotendipes"	"sinoposus"	"Dicrotendipes sinoposus"	1670	1670	" Nicaragua"	"Masaya"	"191"	"N"	"11.96"	11.96	-86.05	"rec"	"ZSM"	"recent"	1670	"Dicrotendipes sinoposus 1670 1670"	11.96	11.96	191	"(0,500]"	"(10,20]"	"(10,20]"	-86.05	11.96	257	1633
"Chironomidae"	"Chironominae"	"Chironomini"	"Goeldichironomus"	"holoprasinus"	"Goeldichironomus holoprasinus"	1960	2000	" Nicaragua"	"Masaya"	"191"	"N"	"11.96"	11.96	-86.05	"rec"	"ZSM"	"recent"	1960	"Goeldichironomus holoprasinus 1960 2000"	11.96	11.96	191	"(0,500]"	"(10,20]"	"(10,20]"	-86.05	11.96	257	1633
"Chironomidae"	"Chironominae"	""	"Parachironomus"	"cayapo"	"Parachironomus cayapo"	1189.2	NA	"Nicaragua"	"Masaya"	"246"	"N"	"11.97"	11.97	-86.08987449	"rec"	"ZSM"	"recent"	1189.2	"Parachironomus cayapo 1189.2 NA"	11.97	11.97	246	"(0,500]"	"(10,20]"	"(10,20]"	-86.08987449	11.97	257	1633
"Chironomidae"	"Chironominae"	""	"Parachironomus"	"directus"	"Parachironomus directus"	1263.7	NA	"Nicaragua"	"Masaya"	"246"	"N"	"11.97"	11.97	-86.08987449	"rec"	"ZSM"	"recent"	1263.7	"Parachironomus directus 1263.7 NA"	11.97	11.97	246	"(0,500]"	"(10,20]"	"(10,20]"	-86.08987449	11.97	257	1633
"Chironomidae"	"Chironominae"	"Chironomini"	"Parachironomus"	"directus"	"Parachironomus directus"	974	NA	"Nicaragua"	"Masaya las Flores"	"152"	"N"	"11.99"	11.99	-86.04	"rec"	"ZSM"	"recent"	974	"Parachironomus directus 974 NA"	11.99	11.99	152	"(0,500]"	"(10,20]"	"(10,20]"	-86.04	11.99	257	1633
"Chironomidae"	"Chironominae"	"Chironomini"	"Parachironomus"	"directus"	"Parachironomus directus"	1249	NA	"Nicaragua"	"Masaya las Flores"	"152"	"N"	"11.99"	11.99	-86.04	"rec"	"ZSM"	"recent"	1249	"Parachironomus directus 1249 NA"	11.99	11.99	152	"(0,500]"	"(10,20]"	"(10,20]"	-86.04	11.99	257	1633
"Chironomidae"	"Chironominae"	"Chironomini"	"Parachironomus"	"directus"	"Parachironomus directus"	1382	NA	"Nicaragua"	"Masaya las Flores"	"152"	"N"	"11.99"	11.99	-86.04	"rec"	"ZSM"	"recent"	1382	"Parachironomus directus 1382 NA"	11.99	11.99	152	"(0,500]"	"(10,20]"	"(10,20]"	-86.04	11.99	257	1633
"Chironomidae"	"Tanypodinae"	"Coelotanypodinid"	"Coelotanypus"	"scapularis"	"Coelotanypus scapularis"	1636	NA	"Nicaragua"	"Masaya las Flores"	"152"	"N"	"11.99"	11.99	-86.04	"rec"	"ZSM"	"recent"	1636	"Coelotanypus scapularis 1636 NA"	11.99	11.99	152	"(0,500]"	"(10,20]"	"(10,20]"	-86.04	11.99	257	1633
"Chironomidae"	"Tanypodinae"	"Coelotanypodinid"	"Coelotanypus"	"scapularis"	"Coelotanypus scapularis"	1686	NA	"Nicaragua"	"Masaya las Flores"	"152"	"N"	"11.99"	11.99	-86.04	"rec"	"ZSM"	"recent"	1686	"Coelotanypus scapularis 1686 NA"	11.99	11.99	152	"(0,500]"	"(10,20]"	"(10,20]"	-86.04	11.99	257	1633
"Chironomidae"	"Tanypodinae"	"Coelotanypodinid"	"Coelotanypus"	"scapularis"	"Coelotanypus scapularis"	1696	NA	"Nicaragua"	"Masaya las Flores"	"152"	"N"	"11.99"	11.99	-86.04	"rec"	"ZSM"	"recent"	1696	"Coelotanypus scapularis 1696 NA"	11.99	11.99	152	"(0,500]"	"(10,20]"	"(10,20]"	-86.04	11.99	257	1633
"Chironomidae"	"Tanypodinae"	"Coelotanypodinid"	"Coelotanypus"	"scapularis"	"Coelotanypus scapularis"	1708	NA	"Nicaragua"	"Masaya las Flores"	"152"	"N"	"11.99"	11.99	-86.04	"rec"	"ZSM"	"recent"	1708	"Coelotanypus scapularis 1708 NA"	11.99	11.99	152	"(0,500]"	"(10,20]"	"(10,20]"	-86.04	11.99	257	1633
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Cricotopus"	"bizonatus"	"Cricotopus bizonatus"	1500	1650	" Ethiopia"	"Lake Tana"	"1788"	"N"	"12"	12	37.29	"rec"	"ZSM"	"recent"	1500	"Cricotopus bizonatus 1500 1650"	12	12	1788	"(1e+03,2e+03]"	"(10,20]"	"(10,20]"	37.29	12	199	1287
"Chironomidae"	"Chironominae"	"Chironomini"	"Dicrotendipes"	"freemani"	"Dicrotendipes freemani"	1760	1820	" Ethiopia"	"Lake Tana"	"1788"	"N"	"12"	12	37.29	"rec"	"ZSM"	"recent"	1760	"Dicrotendipes freemani 1760 1820"	12	12	1788	"(1e+03,2e+03]"	"(10,20]"	"(10,20]"	37.29	12	199	1287
"Chironomidae"	"Tanypodinae"	"Pentaneurini"	"Ablabesmyia"	"rimae"	"Ablabesmyia rimae"	1870	1970	"Ethiopia"	"Lake Tana"	"1788"	"N"	"12"	12	37.29	"rec"	"ZSM"	"recent"	1870	"Ablabesmyia rimae 1870 1970"	12	12	1788	"(1e+03,2e+03]"	"(10,20]"	"(10,20]"	37.29	12	199	1287
"Chironomidae"	"Chironominae"	"Chironomini"	"Cryptochironomus"	"lindneri"	"Cryptochironomus lindneri"	2980	3080	" Ethiopia"	"Lake Tana"	"1788"	"N"	"12"	12	37.29	"rec"	"ZSM"	"recent"	2980	"Cryptochironomus lindneri 2980 3080"	12	12	1788	"(1e+03,2e+03]"	"(10,20]"	"(10,20]"	37.29	12	199	1287
"Chironomidae"	"Chironominae"	"Chironomini"	"Gillotia"	"trifida"	"Gillotia trifida"	1975	NA	"Burkina Faso"	"Burkina Faso"	"313"	"N"	"12.07"	12.07	-1.69	"rec"	"ZSM"	"recent"	1975	"Gillotia trifida 1975 NA"	12.07	12.07	313	"(0,500]"	"(10,20]"	"(10,20]"	-1.69	12.07	277	787
"Chironomidae"	"Chironominae"	"Chironomini"	"Gillotia"	"trifida"	"Gillotia trifida"	2051	NA	"Burkina Faso"	"Burkina Faso"	"313"	"N"	"12.07"	12.07	-1.69	"rec"	"ZSM"	"recent"	2051	"Gillotia trifida 2051 NA"	12.07	12.07	313	"(0,500]"	"(10,20]"	"(10,20]"	-1.69	12.07	277	787
"Chironomidae"	"Chironominae"	"Chironomini"	"Gillotia"	"trifida"	"Gillotia trifida"	2056	NA	"Burkina Faso"	"Burkina Faso"	"313"	"N"	"12.07"	12.07	-1.69	"rec"	"ZSM"	"recent"	2056	"Gillotia trifida 2056 NA"	12.07	12.07	313	"(0,500]"	"(10,20]"	"(10,20]"	-1.69	12.07	277	787
"Chironomidae"	"Chironominae"	"Chironomini"	"Gillotia"	"trifida"	"Gillotia trifida"	2173	NA	"Burkina Faso"	"Burkina Faso"	"313"	"N"	"12.07"	12.07	-1.69	"rec"	"ZSM"	"recent"	2173	"Gillotia trifida 2173 NA"	12.07	12.07	313	"(0,500]"	"(10,20]"	"(10,20]"	-1.69	12.07	277	787
"Chironomidae"	"Chironominae"	""	"Polypedilum"	""	"Polypedilum pruina"	1255	NA	"Nigeria. SA. Sudan"	""	""	"N"	"12.44"	12.44	7.833882599	"rec"	"Vardal,1997"	"recent"	1255	"Polypedilum pruina 1255 NA"	12.44	12.44	NA	NA	"(10,20]"	"(10,20]"	7.833882599	12.44	257	736
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Metriocnemus"	""	"Metriocnemus wittei"	2250	NA	"Afrotropics"	""	"600-2300"	"N"	"12.51"	12.51	39.51848484	"rec"	"Freeman 4(7):285-366 (1956)"	""	2250	"Metriocnemus wittei 2250 NA"	12.51	12.51	NA	NA	"(10,20]"	"(10,20]"	39.51848484	12.51	203	755
"Chironomidae"	"Chironominae"	"Chironomini"	"Kiefferulus"	"chloronotus"	"Kiefferulus chloronotus"	1813	NA	"Mali"	"Bamako"	"377"	"N"	"12.54"	12.54	-7.96	"rec"	"ZSM"	"recent"	1813	"Kiefferulus chloronotus 1813 NA"	12.54	12.54	377	"(0,500]"	"(10,20]"	"(10,20]"	-7.96	12.54	276	927
"Chironomidae"	"Chironominae"	"Chironomini"	"Kiefferulus"	"chloronotus"	"Kiefferulus chloronotus"	2118	NA	"Mali"	"Bamako"	"377"	"N"	"12.54"	12.54	-7.96	"rec"	"ZSM"	"recent"	2118	"Kiefferulus chloronotus 2118 NA"	12.54	12.54	377	"(0,500]"	"(10,20]"	"(10,20]"	-7.96	12.54	276	927
"Chironomidae"	"Chironominae"	"Chironomini"	"Kiefferulus"	"chloronotus"	"Kiefferulus chloronotus"	2384	NA	"Mali"	"Bamako"	"377"	"N"	"12.54"	12.54	-7.96	"rec"	"ZSM"	"recent"	2384	"Kiefferulus chloronotus 2384 NA"	12.54	12.54	377	"(0,500]"	"(10,20]"	"(10,20]"	-7.96	12.54	276	927
"Chironomidae"	"Chironominae"	"Tanytarsini"	"Tanytarsus"	""	"Tanytarsus spadiceonotatus"	1300	NA	"Subsaharan Africa"	""	""	"N"	"12.54"	12.54	7.87	"rec"	"A REVIEW OF AFROTROPICAL TANYTARSUS VAN DER VULP (DIPTERA: CHIRONOMIDAE) Ekrem, 2001"	"recent"	1300	"Tanytarsus spadiceonotatus 1300 NA"	12.54	12.54	NA	NA	"(10,20]"	"(10,20]"	7.87	12.54	259	699
"Chironomidae"	"Chironominae"	"Tanytarsini"	"Tanytarsus"	""	"Tanytarsus mcmillani"	1600	NA	"Africa, Arabian Peninsula, South Asia"	""	""	"N"	"12.54915936"	12.54915936	7.833595273	"rec"	"A REVIEW OF AFROTROPICAL TANYTARSUS VAN DER VULP (DIPTERA: CHIRONOMIDAE) Ekrem, 2001"	"recent"	1600	"Tanytarsus mcmillani 1600 NA"	12.54915936	12.54915936	NA	NA	"(10,20]"	"(10,20]"	7.833595273	12.54915936	259	699
"Chironomidae"	"Chironominae"	"Tanytarsini"	"Tanytarsus"	""	"Tanytarsus trifidus"	1130	NA	"Western Africa"	""	""	"N"	"12.54915936"	12.54915936	7.833595273	"rec"	"A REVIEW OF AFROTROPICAL TANYTARSUS VAN DER VULP (DIPTERA: CHIRONOMIDAE) Ekrem, 2001"	"recent"	1130	"Tanytarsus trifidus 1130 NA"	12.54915936	12.54915936	NA	NA	"(10,20]"	"(10,20]"	7.833595273	12.54915936	259	699
"Chironomidae"	"Chironominae"	"Tanytarsini"	"Rheotanytarsus"	"ceratophylli"	"Rheotanytarsus ceratophylli"	965	NA	"Senegal"	"Kedougou"	"112"	"N"	"12.55"	12.55	-12.19	"rec"	"ZSM"	"recent"	965	"Rheotanytarsus ceratophylli 965 NA"	12.55	12.55	112	"(0,500]"	"(10,20]"	"(10,20]"	-12.19	12.55	283	1202
"Chironomidae"	"Chironominae"	"Tanytarsini"	"Rheotanytarsus"	"ceratophylli"	"Rheotanytarsus ceratophylli"	1035	972.4	"Senegal"	"Kedougou"	"112"	"N"	"12.55"	12.55	-12.19	"rec"	"ZSM"	"recent"	1035	"Rheotanytarsus ceratophylli 1035 972.4"	12.55	12.55	112	"(0,500]"	"(10,20]"	"(10,20]"	-12.19	12.55	283	1202
"Chironomidae"	"Chironominae"	"Tanytarsini"	"Rheotanytarsus"	""	"Rheotanytarsus ceratophylli"	1090	NA	"Senegal"	""	""	"N"	"12.55"	12.55	-12.16696741	"rec"	"Kwatema Kyerematen, 1999"	"recent"	1090	"Rheotanytarsus ceratophylli 1090 NA"	12.55	12.55	NA	NA	"(10,20]"	"(10,20]"	-12.16696741	12.55	283	1202
"Chironomidae"	"Chironominae"	"Chironomini"	"Parachironomus"	"dewulfianus"	"Parachironomus dewulfianus"	1160	NA	"Chad"	"Lake Chad"	"280"	"N"	"13.02"	13.02	14.58	"rec"	"ZSM"	"recent"	1160	"Parachironomus dewulfianus 1160 NA"	13.02	13.02	280	"(0,500]"	"(10,20]"	"(10,20]"	14.58	13.02	277	319
"Chironomidae"	"Chironominae"	"Chironomini"	"Cryptotendipes"	"graminicolor"	"Cryptotendipes graminicolor"	1208	NA	"Chad"	"Lake Chad"	"280"	"N"	"13.02"	13.02	14.58	"rec"	"ZSM"	"recent"	1208	"Cryptotendipes graminicolor 1208 NA"	13.02	13.02	280	"(0,500]"	"(10,20]"	"(10,20]"	14.58	13.02	277	319
"Chironomidae"	"Tanypodinae"	"Pentaneurini"	"Nilotanypus"	"comatus"	"Nilotanypus comatus"	1216	NA	"Chad"	"Lake Chad"	"280"	"N"	"13.02"	13.02	14.58	"rec"	"ZSM"	"recent"	1216	"Nilotanypus comatus 1216 NA"	13.02	13.02	280	"(0,500]"	"(10,20]"	"(10,20]"	14.58	13.02	277	319
"Chironomidae"	"Chironominae"	"Chironomini"	"Cryptotendipes"	"graminicolor"	"Cryptotendipes graminicolor"	1225	NA	"Chad"	"Lake Chad"	"280"	"N"	"13.02"	13.02	14.58	"rec"	"ZSM"	"recent"	1225	"Cryptotendipes graminicolor 1225 NA"	13.02	13.02	280	"(0,500]"	"(10,20]"	"(10,20]"	14.58	13.02	277	319
