"Group.1"	"Group.2"	"Group.3"	"Group.4"	"Species"	"spp"	"Wing.length.1"	"Wing.length.2"	"Country"	"Location"	"Altitude"	"hemisphere"	"Latitude"	"Latitude_cor"	"Longitude"	"Geological.age"	"Origin"	"Period"	"wl"	"dup"	"Lat1_cor"	"Lat_un"	"Altitude_c"	"alt_interval"	"interval"	"interval_simplified"	"x"	"y"	"Temp"	"Prec"
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Chaetocladius"	"dissipatus"	"Chaetocladius dissipatus"	2600	2740	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	8.08	"rec"	"ZSM"	"recent"	2600	"Chaetocladius dissipatus 2600 2740"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	8.08	47.85	64	1303
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Chaetocladius"	"gelidus"	"Chaetocladius gelidus"	2620	2790	"Austria"	"Schreierbach (Lunz)"	"68"	"N"	"47.85"	47.85	8.08	"rec"	"ZSM"	"recent"	2620	"Chaetocladius gelidus 2620 2790"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	8.08	47.85	64	1303
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Chaetocladius"	"insolitus"	"Chaetocladius insolitus"	2620	2710	" Austria"	"Lunz Biology Station"	"68"	"N"	"47.85"	47.85	8.08	"rec"	"ZSM"	"recent"	2620	"Chaetocladius insolitus 2620 2710"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	8.08	47.85	64	1303
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Chaetocladius"	"piger"	"Chaetocladius piger"	2770	2880	"Austria"	"Schreierbach (Lunz)"	"68"	"N"	"47.85"	47.85	8.08	"rec"	"ZSM"	"recent"	2770	"Chaetocladius piger 2770 2880"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	8.08	47.85	64	1303
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Chaetocladius"	"insolitus"	"Chaetocladius insolitus"	2850	2850	"Austria"	"Teichbach (Lunz)"	"68"	"N"	"47.85"	47.85	8.08	"rec"	"ZSM"	"recent"	2850	"Chaetocladius insolitus 2850 2850"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	8.08	47.85	64	1303
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Chaetocladius"	"perennis"	"Chaetocladius perennis"	2860	3030	" Austria"	"Biological Station Lunz"	"68"	"N"	"47.85"	47.85	8.08	"rec"	"ZSM"	"recent"	2860	"Chaetocladius perennis 2860 3030"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	8.08	47.85	64	1303
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Chaetocladius"	"insolitus"	"Chaetocladius insolitus"	3040	3170	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	8.08	"rec"	"ZSM"	"recent"	3040	"Chaetocladius insolitus 3040 3170"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	8.08	47.85	64	1303
"Chironomidae"	"Chironominae"	"Chironomini"	"Chironomus"	"sororius"	"Chironomus sororius"	4200	4300	" Germany"	"Falkau"	"1277"	"N"	"47.85"	47.85	8.12	"rec"	"ZSM"	"recent"	4200	"Chironomus sororius 4200 4300"	47.85	47.85	1277	"(1e+03,2e+03]"	"(40,50]"	"(40,50]"	8.12	47.85	64	1303
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Gymnometriocnemus"	"brumalis"	"Gymnometriocnemus brumalis"	1304	NA	"Germany"	"Dietramszell"	"705"	"N"	"47.85"	47.85	11.59	"rec"	"ZSM"	"recent"	1304	"Gymnometriocnemus brumalis 1304 NA"	47.85	47.85	705	"(500,1e+03]"	"(40,50]"	"(40,50]"	11.59	47.85	76	988
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Gymnometriocnemus"	"brumalis"	"Gymnometriocnemus brumalis"	1376	NA	"Germany"	"Dietramszell"	"705"	"N"	"47.85"	47.85	11.59	"rec"	"ZSM"	"recent"	1376	"Gymnometriocnemus brumalis 1376 NA"	47.85	47.85	705	"(500,1e+03]"	"(40,50]"	"(40,50]"	11.59	47.85	76	988
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Gymnometriocnemus"	"brumalis"	"Gymnometriocnemus brumalis"	1494	NA	"Germany"	"Dietramszell"	"705"	"N"	"47.85"	47.85	11.59	"rec"	"ZSM"	"recent"	1494	"Gymnometriocnemus brumalis 1494 NA"	47.85	47.85	705	"(500,1e+03]"	"(40,50]"	"(40,50]"	11.59	47.85	76	988
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Gymnometriocnemus"	"brumalis"	"Gymnometriocnemus brumalis"	1590	NA	"Germany"	"Dietramszell"	"705"	"N"	"47.85"	47.85	11.59	"rec"	"ZSM"	"recent"	1590	"Gymnometriocnemus brumalis 1590 NA"	47.85	47.85	705	"(500,1e+03]"	"(40,50]"	"(40,50]"	11.59	47.85	76	988
"Chironomidae"	"Chironominae"	"Tanytarsini"	"Tanytarsus"	"smolandicus"	"Tanytarsus smolandicus"	1806	NA	"Germany"	"Dietramszell"	"705"	"N"	"47.85"	47.85	11.59	"rec"	"ZSM"	"recent"	1806	"Tanytarsus smolandicus 1806 NA"	47.85	47.85	705	"(500,1e+03]"	"(40,50]"	"(40,50]"	11.59	47.85	76	988
"Chironomidae"	"Chironominae"	"Chironomini"	"Chyphomella"	"cornea"	"Chyphomella cornea"	2234	NA	"Germany"	"Dietramszell"	"705"	"N"	"47.85"	47.85	11.59	"rec"	"ZSM"	"recent"	2234	"Chyphomella cornea 2234 NA"	47.85	47.85	705	"(500,1e+03]"	"(40,50]"	"(40,50]"	11.59	47.85	76	988
"Chironomidae"	"Chironominae"	"Tanytarsini"	"Micropsectra"	"roseiventris"	"Micropsectra roseiventris"	2710	2800	" Germany"	"Dietramszell"	"690"	"N"	"47.85"	47.85	11.59	"rec"	"ZSM"	"recent"	2710	"Micropsectra roseiventris 2710 2800"	47.85	47.85	690	"(500,1e+03]"	"(40,50]"	"(40,50]"	11.59	47.85	76	988
"Chironomidae"	"Orthocladiinae"	""	"Cricotopus"	""	"Cricotopus algarum"	2500	NA	""	""	""	"N"	"47.85"	47.85	12.58573695	"rec"	"Hirvenoja, 1973."	"recent"	2500	"Cricotopus algarum 2500 NA"	47.85	47.85	NA	NA	"(40,50]"	"(40,50]"	12.58573695	47.85	79	1063
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Limnophyes"	"minimus"	"Limnophyes minimus"	1003	NA	"Austria"	"Lunz"	"592"	"N"	"47.85"	47.85	15.02	"rec"	"ZSM"	"recent"	1003	"Limnophyes minimus 1003 NA"	47.85	47.85	592	"(500,1e+03]"	"(40,50]"	"(40,50]"	15.02	47.85	62	949
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Limnophyes"	"minimus"	"Limnophyes minimus"	1263	NA	"Austria"	"Lunz"	"592"	"N"	"47.85"	47.85	15.02	"rec"	"ZSM"	"recent"	1263	"Limnophyes minimus 1263 NA"	47.85	47.85	592	"(500,1e+03]"	"(40,50]"	"(40,50]"	15.02	47.85	62	949
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Limnophyes"	"minimus"	"Limnophyes minimus"	1366	NA	"Austria"	"Lunz"	"592"	"N"	"47.85"	47.85	15.02	"rec"	"ZSM"	"recent"	1366	"Limnophyes minimus 1366 NA"	47.85	47.85	592	"(500,1e+03]"	"(40,50]"	"(40,50]"	15.02	47.85	62	949
"Chironomidae"	"Chironominae"	""	"Neozavrelia"	"improvisa"	"Neozavrelia improvisa"	1033.3	NA	"Austria"	"Lunz"	"604"	"N"	"47.85"	47.85	15.02608577	"rec"	"ZSM"	"recent"	1033.3	"Neozavrelia improvisa 1033.3 NA"	47.85	47.85	604	"(500,1e+03]"	"(40,50]"	"(40,50]"	15.02608577	47.85	62	949
"Chironomidae"	"Orthocladiinae"	""	"Paracricotopus"	"niger"	"Paracricotopus niger"	1157.5	NA	"Austria"	"Lunz"	"604"	"N"	"47.85"	47.85	15.02608577	"rec"	"ZSM"	"recent"	1157.5	"Paracricotopus niger 1157.5 NA"	47.85	47.85	604	"(500,1e+03]"	"(40,50]"	"(40,50]"	15.02608577	47.85	62	949
"Chironomidae"	"Orthocladiinae"	""	"Paracricotopus"	"niger"	"Paracricotopus niger"	1272	NA	"Austria"	"Lunz"	"604"	"N"	"47.85"	47.85	15.02608577	"rec"	"ZSM"	"recent"	1272	"Paracricotopus niger 1272 NA"	47.85	47.85	604	"(500,1e+03]"	"(40,50]"	"(40,50]"	15.02608577	47.85	62	949
"Chironomidae"	"Orthocladiinae"	""	"Paraphaenocladius"	"irritus"	"Paraphaenocladius irritus"	1331.8	NA	"Austria"	"Lunz"	"604"	"N"	"47.85"	47.85	15.02608577	"rec"	"ZSM"	"recent"	1331.8	"Paraphaenocladius irritus 1331.8 NA"	47.85	47.85	604	"(500,1e+03]"	"(40,50]"	"(40,50]"	15.02608577	47.85	62	949
"Chironomidae"	"Orthocladiinae"	""	"Orthocladius"	"rubicundus"	"Orthocladius rubicundus"	1650.8	NA	"Austria"	"Lunz"	"604"	"N"	"47.85"	47.85	15.02608577	"rec"	"ZSM"	"recent"	1650.8	"Orthocladius rubicundus 1650.8 NA"	47.85	47.85	604	"(500,1e+03]"	"(40,50]"	"(40,50]"	15.02608577	47.85	62	949
"Chironomidae"	"Orthocladiinae"	""	"Orthocladius"	"promixtus"	"Orthocladius promixtus"	1809.6	NA	"Austria"	"Lunz"	"604"	"N"	"47.85"	47.85	15.02608577	"rec"	"ZSM"	"recent"	1809.6	"Orthocladius promixtus 1809.6 NA"	47.85	47.85	604	"(500,1e+03]"	"(40,50]"	"(40,50]"	15.02608577	47.85	62	949
"Chironomidae"	"Chironominae"	""	"Paratanytarsus"	"boreoalpinus"	"Paratanytarsus boreoalpinus"	1850.7	NA	"Austria"	"Lunz"	"604"	"N"	"47.85"	47.85	15.02608577	"rec"	"ZSM"	"recent"	1850.7	"Paratanytarsus boreoalpinus 1850.7 NA"	47.85	47.85	604	"(500,1e+03]"	"(40,50]"	"(40,50]"	15.02608577	47.85	62	949
"Chironomidae"	"Orthocladiinae"	""	"Orthocladius"	"rivicola"	"Orthocladius rivicola"	1968.9	NA	"Austria"	"Lunz"	"604"	"N"	"47.85"	47.85	15.02608577	"rec"	"ZSM"	"recent"	1968.9	"Orthocladius rivicola 1968.9 NA"	47.85	47.85	604	"(500,1e+03]"	"(40,50]"	"(40,50]"	15.02608577	47.85	62	949
"Chironomidae"	"Chironominae"	""	"Paratanytarsus"	"boreoalpinus"	"Paratanytarsus boreoalpinus"	2057.1	NA	"Austria"	"Lunz"	"604"	"N"	"47.85"	47.85	15.02608577	"rec"	"ZSM"	"recent"	2057.1	"Paratanytarsus boreoalpinus 2057.1 NA"	47.85	47.85	604	"(500,1e+03]"	"(40,50]"	"(40,50]"	15.02608577	47.85	62	949
"Chironomidae"	"Chironominae"	""	"Paratanytarsus"	"boreoalpinus"	"Paratanytarsus boreoalpinus"	2066.3	NA	"Austria"	"Lunz"	"604"	"N"	"47.85"	47.85	15.02608577	"rec"	"ZSM"	"recent"	2066.3	"Paratanytarsus boreoalpinus 2066.3 NA"	47.85	47.85	604	"(500,1e+03]"	"(40,50]"	"(40,50]"	15.02608577	47.85	62	949
"Chironomidae"	"Chironominae"	""	"Paratanytarsus"	"lauterborni"	"Paratanytarsus lauterborni"	2191.9	NA	"Austria"	"Lunz"	"604"	"N"	"47.85"	47.85	15.02608577	"rec"	"ZSM"	"recent"	2191.9	"Paratanytarsus lauterborni 2191.9 NA"	47.85	47.85	604	"(500,1e+03]"	"(40,50]"	"(40,50]"	15.02608577	47.85	62	949
"Chironomidae"	"Orthocladiinae"	""	"Orthocladius"	"rhyacobius"	"Orthocladius rhyacobius"	2311.4	NA	"Austria"	"Lunz"	"604"	"N"	"47.85"	47.85	15.02608577	"rec"	"ZSM"	"recent"	2311.4	"Orthocladius rhyacobius 2311.4 NA"	47.85	47.85	604	"(500,1e+03]"	"(40,50]"	"(40,50]"	15.02608577	47.85	62	949
"Chironomidae"	"Chironominae"	""	"Paratanytarsus"	"tenuis"	"Paratanytarsus tenuis"	2342.4	NA	"Austria"	"Lunz"	"604"	"N"	"47.85"	47.85	15.02608577	"rec"	"ZSM"	"recent"	2342.4	"Paratanytarsus tenuis 2342.4 NA"	47.85	47.85	604	"(500,1e+03]"	"(40,50]"	"(40,50]"	15.02608577	47.85	62	949
"Chironomidae"	"Orthocladiinae"	""	"Orthocladius"	"rivicola"	"Orthocladius rivicola"	2394.1	2312.2	"Austria"	"Lunz"	"604"	"N"	"47.85"	47.85	15.02608577	"rec"	"ZSM"	"recent"	2394.1	"Orthocladius rivicola 2394.1 2312.2"	47.85	47.85	604	"(500,1e+03]"	"(40,50]"	"(40,50]"	15.02608577	47.85	62	949
"Chironomidae"	"Orthocladiinae"	""	"Orthocladius"	"rivolorum"	"Orthocladius rivolorum"	2555.7	NA	"Austria"	"Lunz"	"604"	"N"	"47.85"	47.85	15.02608577	"rec"	"ZSM"	"recent"	2555.7	"Orthocladius rivolorum 2555.7 NA"	47.85	47.85	604	"(500,1e+03]"	"(40,50]"	"(40,50]"	15.02608577	47.85	62	949
"Chironomidae"	"Prodiamesinae"	""	"Monodiamesa"	"bathyphila"	"Monodiamesa bathyphila"	3384.9	NA	"Austria"	"Lunz"	"604"	"N"	"47.85"	47.85	15.02608577	"rec"	"ZSM"	"recent"	3384.9	"Monodiamesa bathyphila 3384.9 NA"	47.85	47.85	604	"(500,1e+03]"	"(40,50]"	"(40,50]"	15.02608577	47.85	62	949
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Eukiefferiella"	"coerulescens"	"Eukiefferiella coerulescens"	800	1020	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	15.03119027	"rec"	"ZSM"	"recent"	800	"Eukiefferiella coerulescens 800 1020"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	15.03119027	47.85	62	949
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Eukiefferiella"	"coerulescens"	"Eukiefferiella coerulescens"	890	1090	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	15.03119027	"rec"	"ZSM"	"recent"	890	"Eukiefferiella coerulescens 890 1090"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	15.03119027	47.85	62	949
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Limnophyes"	"gurgicola"	"Limnophyes gurgicola"	940	1080	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	15.03119027	"rec"	"ZSM"	"recent"	940	"Limnophyes gurgicola 940 1080"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	15.03119027	47.85	62	949
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Limnophyes"	"pusillus"	"Limnophyes pusillus"	980	1050	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	15.03119027	"rec"	"ZSM"	"recent"	980	"Limnophyes pusillus 980 1050"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	15.03119027	47.85	62	949
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Limnophyes"	"gurgicola"	"Limnophyes gurgicola"	1100	1100	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	15.03119027	"rec"	"ZSM"	"recent"	1100	"Limnophyes gurgicola 1100 1100"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	15.03119027	47.85	62	949
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Limnophyes"	"pusillus"	"Limnophyes pusillus"	1120	1190	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	15.03119027	"rec"	"ZSM"	"recent"	1120	"Limnophyes pusillus 1120 1190"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	15.03119027	47.85	62	949
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Limnophyes"	"smolandicus"	"Limnophyes smolandicus"	1260	1340	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	15.03119027	"rec"	"ZSM"	"recent"	1260	"Limnophyes smolandicus 1260 1340"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	15.03119027	47.85	62	949
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Limnophyes"	"smolandicus"	"Limnophyes smolandicus"	1350	1430	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	15.03119027	"rec"	"ZSM"	"recent"	1350	"Limnophyes smolandicus 1350 1430"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	15.03119027	47.85	62	949
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Eukiefferiella"	"brevicalcar"	"Eukiefferiella brevicalcar"	1550	1720	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	15.03119027	"rec"	"ZSM"	"recent"	1550	"Eukiefferiella brevicalcar 1550 1720"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	15.03119027	47.85	62	949
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Limnophyes"	"difficilis"	"Limnophyes difficilis"	1560	1640	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	15.03119027	"rec"	"ZSM"	"recent"	1560	"Limnophyes difficilis 1560 1640"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	15.03119027	47.85	62	949
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Limnophyes"	"difficilis"	"Limnophyes difficilis"	1580	1660	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	15.03119027	"rec"	"ZSM"	"recent"	1580	"Limnophyes difficilis 1580 1660"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	15.03119027	47.85	62	949
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Cricotopus"	"similis"	"Cricotopus similis"	1610	1770	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	15.03119027	"rec"	"ZSM"	"recent"	1610	"Cricotopus similis 1610 1770"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	15.03119027	47.85	62	949
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Cricotopus"	"similis"	"Cricotopus similis"	1620	1740	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	15.03119027	"rec"	"ZSM"	"recent"	1620	"Cricotopus similis 1620 1740"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	15.03119027	47.85	62	949
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Cricotopus"	"vierriensis"	"Cricotopus vierriensis"	1710	1850	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	15.03119027	"rec"	"ZSM"	"recent"	1710	"Cricotopus vierriensis 1710 1850"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	15.03119027	47.85	62	949
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Eukiefferiella"	"ilkleyensis"	"Eukiefferiella ilkleyensis"	1750	2000	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	15.03119027	"rec"	"ZSM"	"recent"	1750	"Eukiefferiella ilkleyensis 1750 2000"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	15.03119027	47.85	62	949
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Eukiefferiella"	"claripennis"	"Eukiefferiella claripennis"	1790	2040	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	15.03119027	"rec"	"ZSM"	"recent"	1790	"Eukiefferiella claripennis 1790 2040"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	15.03119027	47.85	62	949
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Eukiefferiella"	"brevicalcar"	"Eukiefferiella brevicalcar"	1830	2050	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	15.03119027	"rec"	"ZSM"	"recent"	1830	"Eukiefferiella brevicalcar 1830 2050"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	15.03119027	47.85	62	949
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Eukiefferiella"	"claripennis"	"Eukiefferiella claripennis"	1870	2120	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	15.03119027	"rec"	"ZSM"	"recent"	1870	"Eukiefferiella claripennis 1870 2120"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	15.03119027	47.85	62	949
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Cricotopus"	"curtus"	"Cricotopus curtus"	1890	1890	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	15.03119027	"rec"	"ZSM"	"recent"	1890	"Cricotopus curtus 1890 1890"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	15.03119027	47.85	62	949
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Eukiefferiella"	"ilkleyensis"	"Eukiefferiella ilkleyensis"	1900	2150	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	15.03119027	"rec"	"ZSM"	"recent"	1900	"Eukiefferiella ilkleyensis 1900 2150"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	15.03119027	47.85	62	949
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Cricotopus"	"tibialis"	"Cricotopus tibialis"	1920	2050	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	15.03119027	"rec"	"ZSM"	"recent"	1920	"Cricotopus tibialis 1920 2050"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	15.03119027	47.85	62	949
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Cricotopus"	"relucens"	"Cricotopus relucens"	2060	2240	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	15.03119027	"rec"	"ZSM"	"recent"	2060	"Cricotopus relucens 2060 2240"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	15.03119027	47.85	62	949
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Cricotopus"	"relucens"	"Cricotopus relucens"	2200	2320	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	15.03119027	"rec"	"ZSM"	"recent"	2200	"Cricotopus relucens 2200 2320"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	15.03119027	47.85	62	949
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Cricotopus"	"relucens"	"Cricotopus relucens"	2270	2410	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	15.03119027	"rec"	"ZSM"	"recent"	2270	"Cricotopus relucens 2270 2410"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	15.03119027	47.85	62	949
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Cricotopus"	"trifascia"	"Cricotopus trifascia"	2370	2520	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	15.03119027	"rec"	"ZSM"	"recent"	2370	"Cricotopus trifascia 2370 2520"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	15.03119027	47.85	62	949
"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	"Cricotopus"	"curtus"	"Cricotopus curtus"	2400	2520	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	15.03119027	"rec"	"ZSM"	"recent"	2400	"Cricotopus curtus 2400 2520"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	15.03119027	47.85	62	949
"Chironomidae"	"Chironominae"	"Chironomini"	"Dicrotendipes"	"pulsus"	"Dicrotendipes pulsus"	2470	2580	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	15.03119027	"rec"	"ZSM"	"recent"	2470	"Dicrotendipes pulsus 2470 2580"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	15.03119027	47.85	62	949
"Chironomidae"	"Chironominae"	"Tanytarsini"	"Micropsectra"	"apposita"	"Micropsectra apposita"	2850	2940	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	15.03119027	"rec"	"ZSM"	"recent"	2850	"Micropsectra apposita 2850 2940"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	15.03119027	47.85	62	949
"Chironomidae"	"Tanypodinae"	"Pentaneurini"	"Conchapelopia"	"hittmairorum"	"Conchapelopia hittmairorum"	2920	3040	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	15.03119027	"rec"	"ZSM"	"recent"	2920	"Conchapelopia hittmairorum 2920 3040"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	15.03119027	47.85	62	949
"Chironomidae"	"Chironominae"	"Tanytarsini"	"Micropsectra"	"apposita"	"Micropsectra apposita"	2940	3030	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	15.03119027	"rec"	"ZSM"	"recent"	2940	"Micropsectra apposita 2940 3030"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	15.03119027	47.85	62	949
"Chironomidae"	"Chironominae"	"Tanytarsini"	"Micropsectra"	"notescens"	"Micropsectra notescens"	3100	3240	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	15.03119027	"rec"	"ZSM"	"recent"	3100	"Micropsectra notescens 3100 3240"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	15.03119027	47.85	62	949
"Chironomidae"	"Chironominae"	"Chironomini"	"Dicrotendipes"	"lobiger"	"Dicrotendipes lobiger"	3140	3200	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	15.03119027	"rec"	"ZSM"	"recent"	3140	"Dicrotendipes lobiger 3140 3200"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	15.03119027	47.85	62	949
"Chironomidae"	"Chironominae"	"Chironomini"	"Microtendipes"	"britteni"	"Microtendipes britteni"	3550	NA	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	15.03119027	"rec"	"ZSM"	"recent"	3550	"Microtendipes britteni 3550 NA"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	15.03119027	47.85	62	949
"Chironomidae"	"Chironominae"	"Chironomini"	"Microtendipes"	"britteni"	"Microtendipes britteni"	3640	3720	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	15.03119027	"rec"	"ZSM"	"recent"	3640	"Microtendipes britteni 3640 3720"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	15.03119027	47.85	62	949
"Chironomidae"	"Chironominae"	"Chironomini"	"Microtendipes"	"britteni"	"Microtendipes britteni"	3720	3720	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	15.03119027	"rec"	"ZSM"	"recent"	3720	"Microtendipes britteni 3720 3720"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	15.03119027	47.85	62	949
"Chironomidae"	"Chironominae"	"Chironomini"	"Microtendipes"	"chloris"	"Microtendipes chloris"	3930	3970	" Austria"	"Lunz"	"68"	"N"	"47.85"	47.85	15.03119027	"rec"	"ZSM"	"recent"	3930	"Microtendipes chloris 3930 3970"	47.85	47.85	68	"(0,500]"	"(40,50]"	"(40,50]"	15.03119027	47.85	62	949
